nPar,nB,nT,curTask,curDur,rpr,flw,curPreCueDur,preTask,preDur
0,7,45,reproduction,0.9,0.6939330000000155,0.0,,reproduction,1.1
0,7,46,reproduction,1.4,1.164323499999682,0.0,,reproduction,0.9
0,7,47,following,0.8,0.0,0.9055986999997004,1.1,reproduction,1.4
0,7,48,following,1.4,0.0,1.1759769000000233,0.8,following,0.8
0,7,49,reproduction,1.2,0.8115282999997362,0.0,,following,1.4
0,7,50,following,1.0,0.0,1.0114696999999069,1.0,reproduction,1.2
0,7,51,following,1.0,0.0,1.1525561000003108,1.3,following,1.0
0,7,52,following,1.3,0.0,1.5407084000003124,1.4,following,1.0
0,7,53,following,0.9,0.0,1.2348949000001994,0.9,following,1.3
0,7,54,following,1.2,0.0,1.1525889999998071,0.8,following,0.9
0,7,55,reproduction,0.8,0.6468771999998353,0.0,,following,1.2
0,7,56,reproduction,1.4,1.199665600000117,0.0,,reproduction,0.8
0,8,1,following,0.9,0.0,1.0114872999997715,1.3,,
0,8,2,following,0.9,0.0,1.058498800000052,1.2,following,0.9
0,8,3,following,1.1,0.0,1.1878607999997255,1.2,following,0.9
0,8,4,following,1.3,0.0,1.4230913999999757,1.4,following,1.1
0,8,5,reproduction,1.0,0.6116510000001654,0.0,,following,1.3
0,8,6,reproduction,0.8,0.9409043000000564,0.0,,reproduction,1.0
0,8,7,reproduction,1.4,1.328993900000114,0.0,,reproduction,0.8
0,8,8,following,0.9,0.0,0.987902700000177,0.8,reproduction,1.4
0,8,9,reproduction,1.3,1.2819660000000113,0.0,,following,0.9
0,8,10,reproduction,1.1,0.940910199999962,0.0,,reproduction,1.3
0,8,11,reproduction,1.1,1.1408212999999705,0.0,,reproduction,1.1
0,8,12,reproduction,1.3,1.2584537000002456,0.0,,reproduction,1.1
0,8,13,reproduction,1.2,1.082057900000109,0.0,,reproduction,1.3
0,8,14,following,0.8,0.0,1.0114518000000317,1.0,reproduction,1.2
0,8,15,following,1.3,0.0,1.129065399999945,1.4,following,0.8
0,8,16,following,1.0,0.0,1.0349789000001692,1.1,following,1.3
0,8,17,following,0.8,0.0,1.0114361999999346,1.0,following,1.0
0,8,18,following,1.2,0.0,1.16432020000002,1.1,following,0.8
0,8,19,following,1.1,0.0,1.1408366999999089,0.8,following,1.2
0,8,20,reproduction,1.3,1.023252700000285,0.0,,following,1.1
0,8,21,reproduction,0.9,0.8115310999996836,0.0,,reproduction,1.3
0,8,22,reproduction,0.8,0.6703917999998339,0.0,,reproduction,0.9
0,8,23,following,1.2,0.0,1.0820441999999275,0.9,reproduction,0.8
0,8,24,following,1.0,0.0,0.98793569999998,1.1,following,1.2
0,8,25,following,1.3,0.0,1.4701332999998158,1.4,following,1.0
0,8,26,following,1.1,0.0,1.1290383000000477,1.3,following,1.3
0,8,27,reproduction,0.8,0.623345099999824,0.0,,following,1.1
0,8,28,following,0.8,0.0,0.846795899999961,1.1,reproduction,0.8
0,8,29,following,0.9,0.0,0.987929400000212,1.4,following,0.8
0,8,30,reproduction,1.4,0.976206899999852,0.0,,following,0.9
0,8,31,reproduction,1.4,1.376049399999829,0.0,,reproduction,1.4
0,8,32,reproduction,1.1,0.9408834999999272,0.0,,reproduction,1.4
0,8,33,reproduction,1.2,0.9291400000001886,0.0,,reproduction,1.1
0,8,34,following,1.3,0.0,1.1996054999999617,0.8,reproduction,1.2
0,8,35,following,0.9,0.0,1.0584638000000268,1.2,following,1.3
0,8,36,reproduction,1.0,0.6821581999997761,0.0,,following,0.9
0,8,37,reproduction,0.9,0.7409428999999363,0.0,,reproduction,1.0
