nPar,nB,nT,curTask,curDur,rpr,flw,curPreCueDur,preTask,preDur
0,8,38,following,1.3,0.0,1.2819140999999945,1.3,reproduction,0.9
0,8,39,reproduction,0.9,0.5175475000000915,0.0,,following,1.3
0,8,40,reproduction,0.9,0.52926030000026,0.0,,reproduction,0.9
0,8,41,reproduction,1.1,0.5410327999998117,0.0,,reproduction,0.9
0,8,42,following,1.2,0.0,1.0819969999997738,0.9,reproduction,1.1
0,8,43,following,1.2,0.0,1.1995828000003712,1.0,following,1.2
0,8,44,reproduction,1.0,0.7056892000000516,0.0,,following,1.2
0,8,45,reproduction,1.4,1.5760924999999588,0.0,,reproduction,1.0
0,8,46,following,0.8,0.0,0.976220199999716,0.8,reproduction,1.4
0,8,47,reproduction,1.2,1.5524829999999383,0.0,,following,0.8
0,8,48,reproduction,1.2,0.8468072000000575,0.0,,reproduction,1.2
0,8,49,following,1.4,0.0,1.3054440999999315,0.9,reproduction,1.2
0,8,50,following,1.3,0.0,1.3642947000003005,1.3,following,1.4
0,8,51,reproduction,1.0,1.023204799999803,0.0,,following,1.3
0,8,52,following,0.8,0.0,0.9408693999998832,1.2,reproduction,1.0
0,8,53,following,1.4,0.0,1.4230938000000606,0.9,following,0.8
0,8,54,following,1.3,0.0,1.399542399999973,1.0,following,1.4
0,8,55,reproduction,1.3,0.6939130999999179,0.0,,following,1.3
0,8,56,reproduction,0.8,0.564503699999932,0.0,,reproduction,1.3
0,9,1,reproduction,0.9,0.9879136999998082,0.0,,,
0,9,2,following,1.0,0.0,1.1055492000000413,1.0,reproduction,0.9
0,9,3,reproduction,1.0,0.7174344000000019,0.0,,following,1.0
0,9,4,following,0.8,0.0,0.9644177999998648,0.9,reproduction,1.0
0,9,5,reproduction,1.1,1.1173145000002478,0.0,,following,0.8
0,9,6,reproduction,1.2,1.1526098999997885,0.0,,reproduction,1.1
0,9,7,reproduction,1.0,0.8703857999998945,0.0,,reproduction,1.2
0,9,8,following,1.4,0.0,1.376026599999932,1.4,reproduction,1.0
0,9,9,reproduction,1.3,0.858589800000118,0.0,,following,1.4
0,9,10,following,0.9,0.0,0.9761583000004066,1.2,reproduction,1.3
0,9,11,following,0.8,0.0,1.0232025000000249,1.1,following,0.9
0,9,12,reproduction,1.3,0.8585782000000108,0.0,,following,0.8
0,9,13,reproduction,1.1,0.8821133000001282,0.0,,reproduction,1.3
0,9,14,following,1.0,0.0,0.9996811999999408,1.0,reproduction,1.1
0,9,15,following,0.8,0.0,0.9290915999999924,0.8,following,1.0
0,9,16,following,1.3,0.0,1.246627399999852,1.1,following,0.8
0,9,17,reproduction,1.2,1.082006999999976,0.0,,following,1.3
0,9,18,reproduction,0.8,0.8115198999998938,0.0,,reproduction,1.2
0,9,19,reproduction,1.0,0.776245900000049,0.0,,reproduction,0.8
0,9,20,following,1.0,0.0,1.093761099999938,1.4,reproduction,1.0
0,9,21,reproduction,1.4,1.6348315000000184,0.0,,following,1.0
0,9,22,reproduction,1.3,1.0702783000001546,0.0,,reproduction,1.4
0,9,23,reproduction,1.4,0.952654100000018,0.0,,reproduction,1.3
0,9,24,reproduction,0.8,0.4234185999998772,0.0,,reproduction,1.4
0,9,25,reproduction,1.1,1.0232195999997202,0.0,,reproduction,0.8
0,9,26,reproduction,1.3,1.528978200000438,0.0,,reproduction,1.1
0,9,27,reproduction,1.1,0.9761865999998918,0.0,,reproduction,1.3
0,9,28,following,1.0,0.0,0.8350565000000643,1.4,reproduction,1.1
0,9,29,following,1.1,0.0,0.99961200000007,1.3,following,1.0
0,9,30,following,1.0,0.0,1.1878686000000016,1.4,following,1.1
0,9,31,following,0.8,0.0,0.9291177000000062,1.0,following,1.0
0,9,32,following,1.4,0.0,1.3407428000000436,1.2,following,0.8
0,9,33,following,1.0,0.0,1.164352599999802,1.0,following,1.4
0,9,34,following,0.8,0.0,0.98790820000022,1.1,following,1.0
0,9,35,reproduction,1.0,0.658607899999879,0.0,,following,0.8
0,9,36,reproduction,0.8,0.7057941999996729,0.0,,reproduction,1.0
0,9,37,reproduction,1.2,0.8585431999999855,0.0,,reproduction,0.8
0,9,38,reproduction,0.9,0.8232894000002489,0.0,,reproduction,1.2
0,9,39,following,1.1,0.0,1.1408212999999705,0.8,reproduction,0.9
0,9,40,following,1.2,0.0,1.0702758000002175,0.8,following,1.1
0,9,41,following,1.3,0.0,1.1760818999996443,1.2,following,1.2
0,9,42,following,0.9,0.0,1.211503300000004,1.3,following,1.3
0,9,43,reproduction,0.8,0.6233484999997927,0.0,,following,0.9
0,9,44,reproduction,1.2,1.1056580999998005,0.0,,reproduction,0.8
0,9,45,following,1.4,0.0,1.3055033000000549,1.3,reproduction,1.2
0,9,46,following,0.9,0.0,1.0585024000001797,1.3,following,1.4
0,9,47,reproduction,0.9,0.646878800000195,0.0,,following,0.9
0,9,48,reproduction,1.4,1.2349341000003733,0.0,,reproduction,0.9
0,9,49,following,0.8,0.0,0.9056402000001073,0.9,reproduction,1.4
0,9,50,reproduction,0.9,0.7057311999997182,0.0,,following,0.8
0,9,51,following,1.0,0.0,1.1996313999998165,0.9,reproduction,0.9
0,9,52,following,1.2,0.0,1.3407442000002447,0.8,following,1.0
0,9,53,following,1.4,0.0,1.3289816000001338,0.9,following,1.2
0,9,54,following,1.1,0.0,1.1996205999998892,1.2,following,1.4
0,9,55,reproduction,1.4,1.270191200000227,0.0,,following,1.1
0,9,56,following,0.9,0.0,1.1408415999999306,1.1,reproduction,1.4
0,10,1,reproduction,1.0,1.164358799999718,0.0,,,
0,10,2,following,1.4,0.0,1.5995059999995649,1.2,reproduction,1.0
0,10,3,reproduction,1.3,0.8357596999999259,0.0,,following,1.4
0,10,4,reproduction,1.1,1.15260249999983,0.0,,reproduction,1.3
0,10,5,reproduction,0.9,0.846877399999812,0.0,,reproduction,1.1
0,10,6,following,1.2,0.0,1.2937192999997933,1.2,reproduction,0.9
0,10,7,reproduction,0.8,0.6704073999999309,0.0,,following,1.2
0,10,8,following,1.3,0.0,1.1878406000000723,0.8,reproduction,0.8
0,10,9,reproduction,1.4,1.3408014999999978,0.0,,following,1.3
0,10,10,reproduction,1.1,0.9878459999999905,0.0,,reproduction,1.4
0,10,11,following,1.4,0.0,1.3642932999996449,1.2,reproduction,1.1
0,10,12,following,1.4,0.0,1.5642217999998138,1.4,following,1.4
0,10,13,following,1.3,0.0,1.517176699999709,1.2,following,1.4
0,10,14,following,0.9,0.0,1.1643168000000514,1.1,following,1.3
0,10,15,following,1.0,0.0,1.1996213000002172,1.3,following,0.9
0,10,16,following,1.4,0.0,1.2818918000002668,1.4,following,1.0
0,10,17,reproduction,1.4,0.8703126999998858,0.0,,following,1.4
0,10,18,following,1.0,0.0,1.0114576999999372,1.0,reproduction,1.4
0,10,19,following,1.3,0.0,1.3996029999998427,1.4,following,1.0
0,10,20,following,1.1,0.0,1.0466498999999203,1.1,following,1.3
0,10,21,following,0.9,0.0,1.117278400000032,1.1,following,1.1
0,10,22,following,1.2,0.0,1.3642792999999074,1.1,following,0.9
0,10,23,following,1.0,0.0,1.1760889999995925,0.8,following,1.2
0,10,24,reproduction,1.2,1.105547199999819,0.0,,following,1.0
0,10,25,following,1.0,0.0,1.0702666000001957,1.3,reproduction,1.2
0,10,26,following,1.2,0.0,1.164298400000007,0.9,following,1.0
0,10,27,reproduction,0.8,0.5410216999998738,0.0,,following,1.2
0,10,28,following,1.2,0.0,1.15259449999985,0.8,reproduction,0.8
0,10,29,following,1.4,0.0,1.3642358000001875,1.0,following,1.2
0,10,30,reproduction,1.2,0.8232949000002918,0.0,,following,1.4
0,10,31,following,1.2,0.0,1.3995709000000716,1.0,reproduction,1.2
0,10,32,following,1.3,0.0,1.2937130000000252,0.9,following,1.2
0,10,33,following,1.4,0.0,1.5054371999999605,1.3,following,1.3
0,10,34,following,1.3,0.0,1.4583560000000944,0.9,following,1.4
0,10,35,reproduction,0.8,0.6704420999999456,0.0,,following,1.3
0,10,36,reproduction,1.0,0.9761807999998382,0.0,,reproduction,0.8
0,10,37,reproduction,1.3,1.1996457000000191,0.0,,reproduction,1.0
0,10,38,reproduction,0.9,0.7645061000002897,0.0,,reproduction,1.3
0,10,39,following,1.4,0.0,1.3407326999995348,1.0,reproduction,0.9
0,10,40,reproduction,0.8,0.6468610000001718,0.0,,following,1.4
0,10,41,reproduction,1.1,0.8115152999998827,0.0,,reproduction,0.8
0,10,42,reproduction,1.0,1.0232323999998698,0.0,,reproduction,1.1
0,10,43,following,0.8,0.0,0.976155700000163,1.4,reproduction,1.0
0,10,44,reproduction,1.3,1.1173244000001432,0.0,,following,0.8
0,10,45,reproduction,1.3,1.3172596999993402,0.0,,reproduction,1.3
0,10,46,reproduction,1.2,1.1643684999999095,0.0,,reproduction,1.3
0,10,47,reproduction,1.2,0.9056224999994812,0.0,,reproduction,1.2
0,10,48,reproduction,1.4,1.1290876000002754,0.0,,reproduction,1.2
0,10,49,reproduction,1.1,0.8467870000004041,0.0,,reproduction,1.4
0,10,50,following,1.3,0.0,1.2583795999998983,1.3,reproduction,1.1
0,10,51,following,1.2,0.0,1.329005500000676,0.8,following,1.3
0,10,52,reproduction,1.4,1.28199720000066,0.0,,following,1.2
0,10,53,following,1.4,0.0,1.5289780000002793,0.9,reproduction,1.4
0,10,54,reproduction,1.0,1.1173353000003772,0.0,,following,1.4
0,10,55,reproduction,0.9,0.646859399999812,0.0,,reproduction,1.0
0,10,56,reproduction,0.9,0.5998543999994581,0.0,,reproduction,0.9
0,11,1,following,1.0,0.0,1.176055599999927,1.3,,
0,11,2,reproduction,1.0,1.105563200000688,0.0,,following,1.0
0,11,3,reproduction,1.4,1.0350022000002357,0.0,,reproduction,1.0
0,11,4,reproduction,1.4,1.1996608999997989,0.0,,reproduction,1.4
0,11,5,following,1.2,0.0,1.3995434999997087,1.0,reproduction,1.4
0,11,6,reproduction,1.1,0.9174199999997654,0.0,,following,1.2
0,11,7,following,1.3,0.0,1.541186800000105,1.0,reproduction,1.1
0,11,8,following,1.4,0.0,1.5406795999997485,1.2,following,1.3
0,11,9,reproduction,0.9,1.0702750000000378,0.0,,following,1.4
0,11,10,reproduction,1.2,0.9526444000002812,0.0,,reproduction,0.9
0,11,11,following,1.3,0.0,1.28196939999998,0.8,reproduction,1.2
0,11,12,following,1.2,0.0,1.2348923999998078,1.4,following,1.3
0,11,13,following,0.9,0.0,1.0584890999998606,1.2,following,1.2
0,11,14,reproduction,1.3,1.010910299999523,0.0,,following,0.9
0,11,15,following,1.0,0.0,1.058495899999798,1.0,reproduction,1.3
0,11,16,following,0.9,0.0,1.128621099999691,1.4,following,1.0
0,11,17,following,0.8,0.0,0.9408908000004884,1.0,following,0.9
0,11,18,reproduction,0.8,0.6115833000003477,0.0,,following,0.8
0,11,19,reproduction,1.2,0.9526490999996896,0.0,,reproduction,0.8
0,11,20,reproduction,0.8,0.7886914999999135,0.0,,reproduction,1.2
0,11,21,reproduction,0.8,0.5175049999998009,0.0,,reproduction,0.8
0,11,22,following,1.2,0.0,1.2584329999999682,0.9,reproduction,0.8
0,11,23,following,0.8,0.0,0.9526617999999872,1.2,following,1.2
0,11,24,following,0.8,0.0,0.9526419000003444,1.3,following,0.8
0,11,25,reproduction,1.0,0.7880022999997891,0.0,,following,0.8
0,11,26,reproduction,1.0,0.9173998000005668,0.0,,reproduction,1.0
0,11,27,following,1.2,0.0,1.376043899999786,1.1,reproduction,1.0
0,11,28,reproduction,0.9,0.5645531999998639,0.0,,following,1.2
0,11,29,following,0.9,0.0,1.0702628999997614,0.8,reproduction,0.9
0,11,30,following,1.2,0.0,1.376029799999742,1.4,following,0.9
0,11,31,following,1.0,0.0,1.1055175000001327,1.1,following,1.2
0,11,32,reproduction,1.3,1.164364399999613,0.0,,following,1.0
0,11,33,following,1.2,0.0,1.0937896999994337,0.8,reproduction,1.3
0,11,34,reproduction,1.3,0.9761963000000832,0.0,,following,1.2
0,11,35,reproduction,1.0,0.5880673999999999,0.0,,reproduction,1.3
0,11,36,following,0.9,0.0,1.117281199999525,1.1,reproduction,1.0
0,11,37,following,1.3,0.0,1.246684099999584,1.1,following,0.9
0,11,38,following,1.1,0.0,1.2349486000002798,1.4,following,1.3
0,11,39,following,1.1,0.0,1.188016299999617,1.3,following,1.1
0,11,40,following,1.1,0.0,1.1760908000005657,0.9,following,1.1
0,11,41,reproduction,1.1,0.7174572000003536,0.0,,following,1.1
0,11,42,reproduction,0.9,0.517541600000186,0.0,,reproduction,1.1
0,11,43,following,0.8,0.0,1.0232154999994236,0.9,reproduction,0.9
0,11,44,reproduction,1.1,0.83504289999928,0.0,,following,0.8
0,11,45,following,1.1,0.0,1.3642916999997396,0.9,reproduction,1.1
0,11,46,reproduction,1.1,0.9291601999993871,0.0,,following,1.1
0,11,47,reproduction,1.4,1.1996501000003263,0.0,,reproduction,1.1
0,11,48,reproduction,0.9,0.6233626999992339,0.0,,reproduction,1.4
0,11,49,following,1.1,0.0,1.0113940000001094,0.8,reproduction,0.9
0,11,50,following,1.3,0.0,1.3643074000001434,1.3,following,1.1
0,11,51,reproduction,1.4,1.3525486000007731,0.0,,following,1.3
0,11,52,reproduction,1.3,1.0467862999994395,0.0,,reproduction,1.4
0,11,53,reproduction,0.8,0.5410272999997687,0.0,,reproduction,1.3
0,11,54,reproduction,1.2,0.9056311000003916,0.0,,reproduction,0.8
0,11,55,following,1.4,0.0,1.517177300000185,1.2,reproduction,1.2
0,11,56,reproduction,1.2,0.9761952999997447,0.0,,following,1.4
0,12,1,following,1.4,0.0,1.3406969999996363,0.8,,
0,12,2,reproduction,1.3,1.1173225000002276,0.0,,following,1.4
0,12,3,following,0.9,0.0,1.14080980000017,1.3,reproduction,1.3
0,12,4,reproduction,1.2,1.0585311000004367,0.0,,following,0.9
0,12,5,reproduction,1.4,1.2466839000007894,0.0,,reproduction,1.2
0,12,6,reproduction,1.3,1.1055593999999471,0.0,,reproduction,1.4
0,12,7,reproduction,1.0,0.7641877000005479,0.0,,reproduction,1.3
0,12,8,following,0.8,0.0,0.9291431000001468,1.0,reproduction,1.0
0,12,9,following,0.9,0.0,1.070252900000014,1.1,following,0.8
0,12,10,reproduction,1.2,0.8115420000003724,0.0,,following,0.9
0,12,11,following,0.9,0.0,1.0703365999997914,0.9,reproduction,1.2
0,12,12,reproduction,0.8,0.705678600000283,0.0,,following,0.9
0,12,13,following,1.3,0.0,1.43482640000002,1.1,reproduction,0.8
0,12,14,following,0.8,0.0,0.9409150999999838,1.2,following,1.3
0,12,15,following,0.8,0.0,0.9761690999994244,0.8,following,0.8
0,12,16,reproduction,0.9,0.8350564000002123,0.0,,following,0.8
0,12,17,reproduction,1.3,1.0350226000000475,0.0,,reproduction,0.9
0,12,18,following,1.4,0.0,1.5054159000001164,1.3,reproduction,1.3
0,12,19,following,1.2,0.0,1.3290413999993689,1.3,following,1.4
0,12,20,following,1.1,0.0,1.270154900000307,1.2,following,1.2
0,12,21,following,0.9,0.0,1.0232026000003316,0.8,following,1.1
0,12,22,reproduction,1.4,1.0466511000004175,0.0,,following,0.9
0,12,23,following,1.0,0.0,1.03431830000045,1.0,reproduction,1.4
0,12,24,reproduction,1.3,0.7526440000001458,0.0,,following,1.0
0,12,25,reproduction,1.4,1.1173189000001005,0.0,,reproduction,1.3
0,12,26,reproduction,0.9,0.8115424999996321,0.0,,reproduction,1.4
0,12,27,following,1.3,0.0,1.5759641000004194,0.8,reproduction,0.9
0,12,28,reproduction,1.2,1.3289876999997432,0.0,,following,1.3
0,12,29,following,0.8,0.0,1.07024679999995,1.4,reproduction,1.2
0,12,30,following,1.1,0.0,1.281948900000316,0.9,following,0.8
0,12,31,reproduction,1.1,0.8232675000008385,0.0,,following,1.1
0,12,32,following,0.8,0.0,0.9997018000003663,1.1,reproduction,1.1
0,12,33,following,1.4,0.0,1.352489400000195,0.9,following,0.8
0,12,34,reproduction,1.0,0.9409567000002426,0.0,,following,1.4
0,12,35,reproduction,1.0,1.01147470000069,0.0,,reproduction,1.0
0,12,36,reproduction,1.1,0.858582299999398,0.0,,reproduction,1.0
0,12,37,following,0.9,0.0,1.1996147999998357,1.4,reproduction,1.1
0,12,38,following,1.1,0.0,1.2231238999993366,0.9,following,0.9
0,12,39,reproduction,0.8,0.7644704999993337,0.0,,following,1.1
0,12,40,following,1.1,0.0,1.2936861999996836,1.3,reproduction,0.8
0,12,41,reproduction,1.1,1.0232304000001022,0.0,,following,1.1
0,12,42,reproduction,1.2,0.752724599999965,0.0,,reproduction,1.1
0,12,43,following,1.1,0.0,1.1055249999999432,1.0,reproduction,1.2
0,12,44,reproduction,0.9,0.7174489999997604,0.0,,following,1.1
0,12,45,following,1.2,0.0,1.293704799999432,1.2,reproduction,0.9
0,12,46,reproduction,0.9,0.7997384000000238,0.0,,following,1.2
0,12,47,reproduction,1.0,0.811541600000055,0.0,,reproduction,0.9
0,12,48,reproduction,0.8,0.5762868000001617,0.0,,reproduction,1.0
0,12,49,following,1.3,0.0,1.493641000000025,1.1,reproduction,0.8
0,12,50,reproduction,0.8,0.6939448000002812,0.0,,following,1.3
0,12,51,reproduction,1.4,0.917393799999445,0.0,,reproduction,0.8
0,12,52,following,1.1,0.0,1.3760368999992352,1.2,reproduction,1.4
0,12,53,following,1.0,0.0,1.1878630000001067,1.0,following,1.1
0,12,54,following,1.2,0.0,1.3997387999997954,1.4,following,1.0
0,12,55,following,1.3,0.0,1.4466114999995623,1.4,following,1.2
0,12,56,reproduction,1.1,1.093767499999558,0.0,,following,1.3
