nPar,nB,nT,curTask,curDur,rpr,flw,curPreCueDur,curRpt,preTask,preDur,preRpt,prePreCueDur,flwOnLtc,flwOffLtc,flwAfterOff,valid
2,3,26,following,0.9,0.0,0.9290665999997144,1.3,0.9290665999997144,following,0.8,0.717453199999909,1.1,0.2706857000005129,0.294164199999841,False,1
2,3,27,reproduction,1.0,1.2821500999998534,0.0,,1.2821500999998534,following,0.9,0.9290665999997144,1.3,,,False,1
2,3,28,following,1.2,0.0,1.2819818999996642,0.9,1.2819818999996642,reproduction,1.0,1.2821500999998534,,0.2235708000009708,0.3059368000003815,False,1
2,3,29,following,1.0,0.0,1.634798499999306,1.0,1.634798499999306,following,1.2,1.2819818999996642,0.9,-0.1056911999994554,0.5293870999994397,False,1
2,3,30,reproduction,1.4,0.8469303000001673,0.0,,0.8469303000001673,following,1.0,1.634798499999306,1.0,,,False,1
2,3,31,following,1.2,0.0,1.1290172999997594,1.2,1.1290172999997594,reproduction,1.4,0.8469303000001673,,0.1766107000003103,0.1059782000002087,False,1
2,3,32,reproduction,1.1,0.740961999999854,0.0,,0.740961999999854,following,1.2,1.1290172999997594,1.2,,,False,1
2,3,33,reproduction,0.9,1.223196700000699,0.0,,1.223196700000699,reproduction,1.1,0.740961999999854,,,,False,1
2,3,34,reproduction,1.3,1.3996311000000787,0.0,,1.3996311000000787,reproduction,0.9,1.223196700000699,,,,False,1
2,3,35,following,0.8,0.0,1.3054653999997754,1.3,1.3054653999997754,reproduction,1.3,1.3996311000000787,,0.3059432999998535,0.811640899999702,False,1
2,3,36,reproduction,0.8,1.129115400000046,0.0,,1.129115400000046,following,0.8,1.3054653999997754,1.3,,,False,1
2,3,37,reproduction,1.4,1.552469199999905,0.0,,1.552469199999905,reproduction,0.8,1.129115400000046,,,,False,1
2,3,38,following,0.9,0.0,1.575993099999323,1.3,1.575993099999323,reproduction,1.4,1.552469199999905,,0.1530359000009866,0.8234246000001804,False,1
2,3,39,following,1.1,0.0,1.2349429999994754,1.4,1.2349429999994754,following,0.9,1.575993099999323,1.3,0.2000739000004614,0.3294600999997783,False,1
2,3,40,reproduction,1.4,1.4349790000005669,0.0,,1.4349790000005669,following,1.1,1.2349429999994754,1.4,,,False,1
2,3,41,following,0.9,0.0,1.082044499999938,0.8,1.082044499999938,reproduction,1.4,1.4349790000005669,,0.2706566999993356,0.4470839999994496,False,1
2,3,42,reproduction,0.8,0.752725599999394,0.0,,0.752725599999394,following,0.9,1.082044499999938,0.8,,,False,1
2,3,43,reproduction,1.0,0.9644573999994464,0.0,,0.9644573999994464,reproduction,0.8,0.752725599999394,,,,False,1
2,3,44,following,1.1,0.0,1.1642709000007017,0.8,1.1642709000007017,reproduction,1.0,0.9644573999994464,,0.3648128999993787,0.4235149000005549,False,1
2,3,45,following,1.3,0.0,1.3525195000001986,0.9,1.3525195000001986,following,1.1,1.1642709000007017,0.8,0.3529598999991776,0.4000096999998277,False,1
2,3,46,following,1.0,0.0,1.176104299999679,0.8,1.176104299999679,following,1.3,1.3525195000001986,0.9,0.341223100000434,0.5176314000002549,False,1
2,3,47,reproduction,1.1,1.470103300000119,0.0,,1.470103300000119,following,1.0,1.176104299999679,0.8,,,False,1
2,3,48,reproduction,1.1,1.3996085999997376,0.0,,1.3996085999997376,reproduction,1.1,1.470103300000119,,,,False,1
2,3,49,following,0.8,0.0,1.1761083999999755,1.4,1.1761083999999755,reproduction,1.1,1.3996085999997376,,0.2353748000004998,0.6117211999999199,False,1
2,3,50,following,1.2,0.0,0.9879128000002312,1.1,0.9879128000002312,following,0.8,1.1761083999999755,1.4,0.2706655000004048,0.0589331000003312,False,1
2,3,51,reproduction,1.0,1.0585494000006292,0.0,,1.0585494000006292,following,1.2,0.9879128000002312,1.1,,,False,1
2,3,52,reproduction,1.3,0.9762024000001476,0.0,,0.9762024000001476,reproduction,1.0,1.0585494000006292,,,,False,1
2,3,53,reproduction,0.9,1.246715999999651,0.0,,1.246715999999651,reproduction,1.3,0.9762024000001476,,,,False,1
2,3,54,reproduction,0.9,1.399602600000435,0.0,,1.399602600000435,reproduction,0.9,1.246715999999651,,,,False,1
2,3,55,following,0.8,0.0,1.1407868000005692,1.1,1.1407868000005692,reproduction,0.9,1.399602600000435,,-0.0468874000007417,0.2941219000001638,False,1
2,3,56,reproduction,0.8,0.7762892000000647,0.0,,0.7762892000000647,following,0.8,1.1407868000005692,1.1,,,False,1
2,4,1,following,1.3,0.0,1.493647000000237,1.1,1.493647000000237,,,,,0.0236970999997083,0.2118394999999964,False,1
2,4,2,following,1.4,0.0,1.528938399999788,1.4,1.528938399999788,following,1.3,1.493647000000237,1.1,0.1412779000002046,0.2706437999995614,False,1
2,4,3,reproduction,0.8,1.0232746000001498,0.0,,1.0232746000001498,following,1.4,1.528938399999788,1.4,,,False,1
2,4,4,reproduction,1.1,0.8585179000001517,0.0,,0.8585179000001517,reproduction,0.8,1.0232746000001498,,,,False,1
2,4,5,following,1.2,0.0,1.1996141999998144,1.0,1.1996141999998144,reproduction,1.1,0.8585179000001517,,0.2589329999998426,0.2589179999993121,False,1
2,4,6,following,1.4,0.0,1.6936242000001585,1.2,1.6936242000001585,following,1.2,1.1996141999998144,1.0,-0.0351639999996677,0.2588797000007616,False,1
2,4,7,reproduction,1.2,1.199700799999846,0.0,,1.199700799999846,following,1.4,1.6936242000001585,1.2,,,False,1
2,4,8,reproduction,1.2,0.8351499000000331,0.0,,0.8351499000000331,reproduction,1.2,1.199700799999846,,,,False,1
2,4,9,following,0.8,0.0,0.7292224000002534,0.9,0.7292224000002534,reproduction,1.2,0.8351499000000331,,0.4588429999994332,0.3882859000004828,False,1
2,4,10,following,0.9,0.0,1.1996073000000251,1.0,1.1996073000000251,following,0.8,0.7292224000002534,0.9,0.035407700000178,0.3294366000000082,False,1
2,4,11,following,0.9,0.0,1.0114452000007077,1.4,1.0114452000007077,following,0.9,1.1996073000000251,1.0,0.2706494999990809,0.3764753000002656,False,1
2,4,12,reproduction,1.0,1.1055844000002253,0.0,,1.1055844000002253,following,0.9,1.0114452000007077,1.4,,,False,1
2,4,13,reproduction,0.8,0.9056049999999232,0.0,,0.9056049999999232,reproduction,1.0,1.1055844000002253,,,,False,1
2,4,14,following,0.8,0.0,0.3410512000000381,0.8,0.3410512000000381,reproduction,0.8,0.9056049999999232,,0.8469380999993064,0.3882415999996738,True,1
2,4,15,following,1.1,0.0,1.281913199999508,1.2,1.281913199999508,following,0.8,0.3410512000000381,0.8,0.0825231000007988,0.2588943999999173,False,1
2,4,16,following,1.2,0.0,0.8467919000004258,1.3,0.8467919000004258,following,1.1,1.281913199999508,1.2,0.5999941000000035,0.2471337999995739,False,1
2,4,17,reproduction,1.3,1.858277899999848,0.0,,1.858277899999848,following,1.2,0.8467919000004258,1.3,,,False,1
2,4,18,following,1.0,0.0,1.034972100000232,1.4,1.034972100000232,reproduction,1.3,1.858277899999848,,0.2588643999997657,0.2941606000003958,False,1
2,4,19,following,1.4,0.0,1.423052799999823,1.1,1.423052799999823,following,1.0,1.034972100000232,1.4,0.2353900999999041,0.2588448999995307,False,1
2,4,20,reproduction,1.0,1.1878736999997273,0.0,,1.1878736999997273,following,1.4,1.423052799999823,1.1,,,False,1
2,4,21,reproduction,0.9,1.4466349999993326,0.0,,1.4466349999993326,reproduction,1.0,1.1878736999997273,,,,False,1
2,4,22,reproduction,0.8,1.3524487000004228,0.0,,1.3524487000004228,reproduction,0.9,1.4466349999993326,,,,False,1
2,4,23,reproduction,1.4,1.481815999999526,0.0,,1.481815999999526,reproduction,0.8,1.3524487000004228,,,,False,1
2,4,24,following,0.8,0.0,1.1055365000001984,1.1,1.1055365000001984,reproduction,1.4,1.481815999999526,,0.1883183999998436,0.4941089000003558,False,1
2,4,25,reproduction,1.4,1.8935547999999471,0.0,,1.8935547999999471,following,0.8,1.1055365000001984,1.1,,,False,1
2,4,26,reproduction,1.4,1.4114103000001703,0.0,,1.4114103000001703,reproduction,1.4,1.8935547999999471,,,,False,1
2,4,27,reproduction,1.3,1.7759901999997965,0.0,,1.7759901999997965,reproduction,1.4,1.4114103000001703,,,,False,1
2,4,28,following,0.9,0.0,1.1878716000001075,1.0,1.1878716000001075,reproduction,1.3,1.7759901999997965,,0.2000892999994903,0.4823311999998623,False,1
2,4,29,following,1.4,0.0,1.5407138999999006,0.8,1.5407138999999006,following,0.9,1.1878716000001075,1.0,0.0824720000000525,0.2235910999997941,False,1
2,4,30,following,1.1,0.0,1.152592200000072,1.1,1.152592200000072,following,1.4,1.5407138999999006,0.8,0.2471150999997462,0.2941931999998814,False,1
2,4,31,following,1.0,0.0,1.3054926000004343,1.3,1.3054926000004343,following,1.1,1.152592200000072,1.1,0.1765582999996695,0.4823175999999876,False,1
2,4,32,reproduction,0.9,0.8821377000003849,0.0,,0.8821377000003849,following,1.0,1.3054926000004343,1.3,,,False,1
2,4,33,reproduction,1.1,1.0820450999999591,0.0,,1.0820450999999591,reproduction,0.9,0.8821377000003849,,,,False,1
2,4,34,reproduction,1.0,1.2584643000000142,0.0,,1.2584643000000142,reproduction,1.1,1.0820450999999591,,,,False,1
2,4,35,reproduction,1.0,1.552515699999276,0.0,,1.552515699999276,reproduction,1.0,1.2584643000000142,,,,False,1
2,4,36,following,1.3,0.0,1.446617900000092,0.8,1.446617900000092,reproduction,1.0,1.552515699999276,,0.1295287999998891,0.2706564999996317,False,1
2,4,37,reproduction,1.1,0.9644393999997192,0.0,,0.9644393999997192,following,1.3,1.446617900000092,0.8,,,False,1
2,4,38,following,1.3,0.0,0.9761522999997396,1.3,0.9761522999997396,reproduction,1.1,0.9644393999997192,,0.5058538000005228,0.1765537999999651,False,1
2,4,39,reproduction,0.9,1.1173306000000591,0.0,,1.1173306000000591,following,1.3,0.9761522999997396,1.3,,,False,1
2,4,40,reproduction,1.4,1.176150699999198,0.0,,1.176150699999198,reproduction,0.9,1.1173306000000591,,,,False,1
2,4,41,reproduction,1.2,1.3766069000002972,0.0,,1.3766069000002972,reproduction,1.4,1.176150699999198,,,,False,1
2,4,42,following,1.3,0.0,1.6345636999994897,1.2,1.6345636999994897,reproduction,1.2,1.3766069000002972,,-0.0349624999998923,0.2934735999997429,False,1
2,4,43,following,1.2,0.0,1.4701827999997477,1.4,1.4701827999997477,following,1.3,1.6345636999994897,1.2,0.2118361000002551,0.4818361999996341,False,1
2,4,44,reproduction,1.2,1.2465372999995452,0.0,,1.2465372999995452,following,1.2,1.4701827999997477,1.4,,,False,1
2,4,45,following,1.1,0.0,1.3289623000000574,0.9,1.3289623000000574,reproduction,1.2,1.2465372999995452,,0.0707188000005771,0.2941587000004801,False,1
2,4,46,following,1.1,0.0,1.234881100000166,0.9,1.234881100000166,following,1.1,1.3289623000000574,0.9,0.1883384000004753,0.3176554000003762,False,1
2,4,47,following,1.4,0.0,0.7409052000002703,1.2,0.7409052000002703,following,1.1,1.234881100000166,0.9,1.0704709999999975,0.4117941000004066,False,1
2,4,48,following,1.0,0.0,1.752374200000304,0.9,1.752374200000304,following,1.4,0.7409052000002703,1.2,0.0471919000001435,0.7998756000006324,False,1
2,4,49,reproduction,0.9,0.5999345000000176,0.0,,0.5999345000000176,following,1.0,1.752374200000304,0.9,,,False,1
2,4,50,following,1.2,0.0,1.3760649000005287,1.0,1.3760649000005287,reproduction,0.9,0.5999345000000176,,-0.0116147000001092,0.1648163000008935,False,1
2,4,51,reproduction,1.3,1.4466512999997576,0.0,,1.4466512999997576,following,1.2,1.3760649000005287,1.0,,,False,1
2,4,52,reproduction,0.8,0.9762222999997904,0.0,,0.9762222999997904,reproduction,1.3,1.4466512999997576,,,,False,1
2,4,53,following,0.9,0.0,0.8820970999995552,0.8,0.8820970999995552,reproduction,0.8,0.9762222999997904,,0.4470382999995763,0.4235428999998021,False,1
2,4,54,reproduction,1.3,1.152639399999316,0.0,,1.152639399999316,following,0.9,0.8820970999995552,0.8,,,False,1
2,4,55,reproduction,1.1,1.1761357999994289,0.0,,1.1761357999994289,reproduction,1.3,1.152639399999316,,,,False,1
2,4,56,following,1.3,0.0,1.5760075999996843,1.3,1.5760075999996843,reproduction,1.1,1.1761357999994289,,-0.0351644000004398,0.2353790999993634,False,1
2,5,1,following,0.8,0.0,0.9879423000002134,1.4,0.9879423000002134,,,,1.3,0.1295165999999881,0.3176895999997668,False,1
2,5,2,reproduction,1.1,0.8820464000000356,0.0,,0.8820464000000356,following,0.8,0.9879423000002134,1.4,,,False,1
2,5,3,reproduction,1.3,1.4231289999997898,0.0,,1.4231289999997898,reproduction,1.1,0.8820464000000356,,,,False,1
2,5,4,following,1.1,0.0,1.2231681000002936,1.0,1.2231681000002936,reproduction,1.3,1.4231289999997898,,0.1412927999999738,0.2589207000003171,False,1
2,5,5,reproduction,1.1,1.8230024999993475,0.0,,1.8230024999993475,following,1.1,1.2231681000002936,1.0,,,False,1
2,5,6,following,0.8,0.0,1.7759226999996829,1.2,1.7759226999996829,reproduction,1.1,1.8230024999993475,,0.2000757000002977,1.1762621999996554,False,1
2,5,7,reproduction,1.3,1.376064699999915,0.0,,1.376064699999915,following,0.8,1.7759226999996829,1.2,,,False,1
2,5,8,following,1.4,0.0,1.5406566999999995,1.3,1.5406566999999995,reproduction,1.3,1.376064699999915,,-0.0115656000000399,0.1295030000001134,False,1
2,5,9,reproduction,1.3,1.646647600000506,0.0,,1.646647600000506,following,1.4,1.5406566999999995,1.3,,,False,1
2,5,10,following,0.8,0.0,0.9173995000001014,1.0,0.9173995000001014,reproduction,1.3,1.646647600000506,,0.223626099999592,0.3412333999997372,False,1
2,5,11,reproduction,1.2,0.9174071000006734,0.0,,0.9174071000006734,following,0.8,0.9173995000001014,1.0,,,False,1
2,5,12,reproduction,1.4,1.317264299999806,0.0,,1.317264299999806,reproduction,1.2,0.9174071000006734,,,,False,1
2,5,13,reproduction,0.9,0.987904599999638,0.0,,0.987904599999638,reproduction,1.4,1.317264299999806,,,,False,1
2,5,14,following,1.4,0.0,1.68180940000002,0.8,1.68180940000002,reproduction,0.9,0.987904599999638,,-0.0704170999997586,0.2117943000002924,False,1
2,5,15,reproduction,0.9,0.3528337000007013,0.0,,0.3528337000007013,following,1.4,1.68180940000002,0.8,,,False,1
2,5,16,reproduction,0.8,0.5057296000004499,0.0,,0.5057296000004499,reproduction,0.9,0.3528337000007013,,,,False,1
2,5,17,reproduction,1.3,1.552566499999557,0.0,,1.552566499999557,reproduction,0.8,0.5057296000004499,,,,False,1
2,5,18,reproduction,0.8,0.9879862000007053,0.0,,0.9879862000007053,reproduction,1.3,1.552566499999557,,,,False,1
2,5,19,reproduction,1.2,1.0938366000000317,0.0,,1.0938366000000317,reproduction,0.8,0.9879862000007053,,,,False,1
2,5,20,following,0.8,0.0,0.8349891999996544,1.3,0.8349891999996544,reproduction,1.2,1.0938366000000317,,-0.0468915999999808,-0.0117044000000987,False,1
2,5,21,following,0.9,0.0,0.9879283000000214,1.1,0.9879283000000214,following,0.8,0.8349891999996544,1.3,0.247163399999863,0.3294456999999511,False,1
2,5,22,following,0.8,0.0,0.8815267999998468,0.9,0.8815267999998468,following,0.9,0.9879283000000214,1.1,0.2829494999996313,0.3647277000000031,False,1
2,5,23,following,0.8,0.0,0.929118500000186,0.9,0.929118500000186,following,0.8,0.8815267999998468,0.9,0.282417199999827,0.4117621000000326,False,1
2,5,24,following,1.1,0.0,0.6115685000004305,0.8,0.6115685000004305,following,0.8,0.929118500000186,0.9,0.482356999999638,-0.011626100000285,False,1
2,5,25,reproduction,0.8,0.4821884000002683,0.0,,0.4821884000002683,following,1.1,0.6115685000004305,0.8,,,False,1
2,5,26,reproduction,1.1,1.1643410999995467,0.0,,1.1643410999995467,reproduction,0.8,0.4821884000002683,,,,False,1
2,5,27,following,1.2,0.0,1.2231453999993391,1.0,1.2231453999993391,reproduction,1.1,1.1643410999995467,,0.2706606000001557,0.2941738999998051,False,1
2,5,28,following,0.9,0.0,1.2819891999997708,0.9,1.2819891999997708,following,1.2,1.2231453999993391,1.0,0.3059241000003112,0.6823131999999532,False,1
2,5,29,following,1.2,0.0,1.046638200000416,1.2,1.046638200000416,following,0.9,1.2819891999997708,0.9,0.1412994000004346,-0.0116859999995995,False,1
2,5,30,following,0.9,0.0,0.976164400000016,1.3,0.976164400000016,following,1.2,1.046638200000416,1.2,0.2118498999996063,0.2824033000003965,False,1
2,5,31,following,1.2,0.0,1.8817878999998356,1.1,1.8817878999998356,following,0.9,0.976164400000016,1.3,-0.152762800000346,0.5293870999994397,False,1
2,5,32,reproduction,1.0,0.7880542000002606,0.0,,0.7880542000002606,following,1.2,1.8817878999998356,1.1,,,False,1
2,5,33,following,1.3,0.0,1.211396299999251,1.1,1.211396299999251,reproduction,1.0,0.7880542000002606,,0.2824336000003313,0.1883470999991914,False,1
2,5,34,following,0.8,0.0,0.9996954999996888,0.8,0.9996954999996888,following,1.3,1.211396299999251,1.1,0.2471120000000155,0.4470596999999543,False,1
2,5,35,reproduction,1.4,0.4704220000003261,0.0,,0.4704220000003261,following,0.8,0.9996954999996888,0.8,,,False,1
2,5,36,reproduction,0.9,0.7292080000006536,0.0,,0.7292080000006536,reproduction,1.4,0.4704220000003261,,,,False,1
2,5,37,following,1.2,0.0,1.246734700000161,1.3,1.246734700000161,reproduction,0.9,0.7292080000006536,,0.2000828999998702,0.2472089000002597,False,1
2,5,38,reproduction,1.4,1.470198199999686,0.0,,1.470198199999686,following,1.2,1.246734700000161,1.3,,,False,1
2,5,39,following,0.9,0.0,0.7998025000006237,1.1,0.7998025000006237,reproduction,1.4,1.470198199999686,,0.4823618999998871,0.376535899999908,False,1
2,5,40,following,1.4,0.0,1.2819698000002973,1.4,1.2819698000002973,following,0.9,0.7998025000006237,1.1,0.2824265999997806,0.1648113000001103,False,1
2,5,41,reproduction,1.0,1.0233132000003025,0.0,,1.0233132000003025,following,1.4,1.2819698000002973,1.4,,,False,1
2,5,42,following,1.0,0.0,1.2701962999999523,1.4,1.2701962999999523,reproduction,1.0,1.0233132000003025,,0.4117708000003404,0.6822823000002245,False,1
2,5,43,following,0.9,0.0,1.0232230999999956,1.2,1.0232230999999956,following,1.0,1.2701962999999523,1.4,0.2000678999993397,0.3176966000000902,False,1
2,5,44,following,1.2,0.0,1.1761387000005925,0.8,1.1761387000005925,following,0.9,1.0232230999999956,1.2,0.3059484999994311,0.2824341000005006,False,1
2,5,45,reproduction,0.9,0.8584954999996626,0.0,,0.8584954999996626,following,1.2,1.1761387000005925,0.8,,,False,1
2,5,46,reproduction,1.2,1.1643852000006518,0.0,,1.1643852000006518,reproduction,0.9,0.8584954999996626,,,,False,1
2,5,47,following,0.8,0.0,0.6938896999999997,1.2,0.6938896999999997,reproduction,1.2,1.1643852000006518,,0.1765473000004931,0.0707112000000051,False,1
2,5,48,following,1.1,0.0,1.1996337999999014,0.9,1.1996337999999014,following,0.8,0.6938896999999997,1.2,0.0589633999998113,0.1530190999992555,False,1
2,5,49,reproduction,1.4,1.352597500000229,0.0,,1.352597500000229,following,1.1,1.1996337999999014,0.9,,,False,1
2,5,50,reproduction,1.2,1.3760989000002155,0.0,,1.3760989000002155,reproduction,1.4,1.352597500000229,,,,False,1
2,5,51,following,1.1,0.0,0.9878797000001214,1.0,0.9878797000001214,reproduction,1.2,1.3760989000002155,,0.1059808999998495,-0.011671600000227,False,1
2,5,52,reproduction,1.0,1.187904399999752,0.0,,1.187904399999752,following,1.1,0.9878797000001214,1.0,,,False,1
2,5,53,reproduction,1.1,1.0821286000000327,0.0,,1.0821286000000327,reproduction,1.0,1.187904399999752,,,,False,1
2,5,54,reproduction,1.0,1.411395399999492,0.0,,1.411395399999492,reproduction,1.1,1.0821286000000327,,,,False,1
2,5,55,reproduction,0.8,1.1055759999999282,0.0,,1.1055759999999282,reproduction,1.0,1.411395399999492,,,,False,1
2,5,56,following,1.1,0.0,1.2349395999999615,1.4,1.2349395999999615,reproduction,0.8,1.1055759999999282,,0.164781800000128,0.2942020999998931,False,1
2,6,1,following,0.9,0.0,1.0585037999999258,1.3,1.0585037999999258,,,,1.4,0.15302070000007,0.3059076000004097,False,1
2,6,2,following,1.4,0.0,1.423091999999997,1.4,1.423091999999997,following,0.9,1.0585037999999258,1.3,0.2118505999997069,0.2353622999999061,False,1
2,6,3,following,0.9,0.0,1.0702558000002682,1.3,1.0702558000002682,following,1.4,1.423091999999997,1.4,0.1647978999999395,0.329445100000612,False,1
2,6,4,reproduction,1.1,1.3643032999998468,0.0,,1.3643032999998468,following,0.9,1.0702558000002682,1.3,,,False,1
2,6,5,following,1.3,0.0,1.423069100000248,0.8,1.423069100000248,reproduction,1.1,1.3643032999998468,,0.1648158999996667,0.2823870000001989,False,1
2,6,6,reproduction,0.8,0.7057030000005398,0.0,,0.7057030000005398,following,1.3,1.423069100000248,0.8,,,False,1
2,6,7,reproduction,1.3,1.046794599999885,0.0,,1.046794599999885,reproduction,0.8,0.7057030000005398,,,,False,1
2,6,8,following,1.3,0.0,1.4701480000003355,1.3,1.4701480000003355,reproduction,1.3,1.046794599999885,,0.1647966000000451,0.3294411999995645,False,1
2,6,9,reproduction,1.2,1.4113568000002488,0.0,,1.4113568000002488,following,1.3,1.4701480000003355,1.3,,,False,1
2,6,10,reproduction,0.8,0.4233556999997745,0.0,,0.4233556999997745,reproduction,1.2,1.4113568000002488,,,,False,1
2,6,11,following,1.3,0.0,1.0467509000000064,1.0,1.0467509000000064,reproduction,0.8,0.4233556999997745,,0.2941808999999011,0.0354204000004756,False,1
2,6,12,following,0.9,0.0,1.329007999999703,1.2,1.329007999999703,following,1.3,1.0467509000000064,1.0,-0.1057335999994393,0.3176732000001721,False,1
2,6,13,following,1.2,0.0,1.5053873000006206,1.1,1.5053873000006206,following,0.9,1.329007999999703,1.2,-0.02336379999997,0.282395400000496,False,1
2,6,14,reproduction,1.3,0.9874311000003216,0.0,,0.9874311000003216,following,1.2,1.5053873000006206,1.1,,,False,1
2,6,15,reproduction,1.1,0.8582606999998461,0.0,,0.8582606999998461,reproduction,1.3,0.9874311000003216,,,,False,1
2,6,16,reproduction,1.2,1.623099600000387,0.0,,1.623099600000387,reproduction,1.1,0.8582606999998461,,,,False,1
2,6,17,following,1.3,0.0,1.199621599999773,0.9,1.199621599999773,reproduction,1.2,1.623099600000387,,0.1765955000000758,0.0707032000000253,False,1
2,6,18,following,0.8,0.0,0.8232682999996541,0.8,0.8232682999996541,following,1.3,1.199621599999773,0.9,0.3529813000004651,0.3764895999993314,False,1
2,6,19,following,1.4,0.0,1.187827599999764,1.2,1.187827599999764,following,0.8,0.8232682999996541,0.8,0.3060235000002649,0.0942674000002625,False,1
2,6,20,reproduction,1.1,1.1996878999998444,0.0,,1.1996878999998444,following,1.4,1.187827599999764,1.2,,,False,1
2,6,21,following,1.3,0.0,1.411333399999421,1.0,1.411333399999421,reproduction,1.1,1.1996878999998444,,0.2118491000001086,0.317681999999877,False,1
2,6,22,following,1.1,0.0,1.2818377000003238,1.0,1.2818377000003238,following,1.3,1.411333399999421,1.0,0.3060594999997192,0.4823806000003969,False,1
2,6,23,reproduction,1.4,0.8938827000001766,0.0,,0.8938827000001766,following,1.1,1.2818377000003238,1.0,,,False,1
2,6,24,following,0.8,0.0,0.5645174000001134,1.2,0.5645174000001134,reproduction,1.4,0.8938827000001766,,0.5176056000000244,0.2824077000004763,False,1
2,6,25,following,0.8,0.0,1.129092000000128,1.1,1.129092000000128,following,0.8,0.5645174000001134,1.2,0.1412593999993987,0.4706128999996508,False,1
2,6,26,following,1.2,0.0,0.9173179999997956,1.4,0.9173179999997956,following,0.8,1.129092000000128,1.1,0.2706502000005457,-0.011688999999933,False,1
2,6,27,following,0.9,0.0,0.1411209999996572,0.9,0.1411209999996572,following,1.2,0.9173179999997956,1.4,4.516421000000264,3.751948899999661,True,0
2,6,28,following,1.1,0.0,1.1996232999999847,0.8,1.1996232999999847,following,0.9,0.1411209999996572,0.9,0.1295222999992802,0.2235772999997607,False,1
2,6,29,reproduction,1.4,1.0467702000005374,0.0,,1.0467702000005374,following,1.1,1.1996232999999847,0.8,,,False,1
2,6,30,reproduction,1.4,1.446638499999608,0.0,,1.446638499999608,reproduction,1.4,1.0467702000005374,,,,False,1
2,6,31,reproduction,0.9,1.3760434999994686,0.0,,1.3760434999994686,reproduction,1.4,1.446638499999608,,,,False,1
2,6,32,reproduction,0.9,1.211443899999722,0.0,,1.211443899999722,reproduction,0.9,1.3760434999994686,,,,False,1
2,6,33,reproduction,1.0,0.9409615999993548,0.0,,0.9409615999993548,reproduction,0.9,1.211443899999722,,,,False,1
2,6,34,reproduction,1.2,1.1996854999997597,0.0,,1.1996854999997597,reproduction,1.0,0.9409615999993548,,,,False,1
2,6,35,following,0.9,0.0,1.0114624000007095,0.9,1.0114624000007095,reproduction,1.2,1.1996854999997597,,0.1883048999998209,0.2941642000005231,False,1
2,6,36,reproduction,1.4,1.5525194000001648,0.0,,1.5525194000001648,following,0.9,1.0114624000007095,0.9,,,False,1
2,6,37,reproduction,0.8,1.2819736999999805,0.0,,1.2819736999999805,reproduction,1.4,1.5525194000001648,,,,False,1
2,6,38,reproduction,1.3,1.1879793999996764,0.0,,1.1879793999996764,reproduction,0.8,1.2819736999999805,,,,False,1
2,6,39,reproduction,1.3,1.5524955999999293,0.0,,1.5524955999999293,reproduction,1.3,1.1879793999996764,,,,False,1
2,6,40,reproduction,0.9,1.4113846000000194,0.0,,1.4113846000000194,reproduction,1.3,1.5524955999999293,,,,False,1
2,6,41,following,1.2,0.0,1.1643567999999505,1.1,1.1643567999999505,reproduction,0.9,1.4113846000000194,,0.2471063000002686,0.2117972999999438,False,1
2,6,42,reproduction,1.1,1.340800699999818,0.0,,1.340800699999818,following,1.2,1.1643567999999505,1.1,,,False,1
2,6,43,reproduction,1.0,1.5642461999996158,0.0,,1.5642461999996158,reproduction,1.1,1.340800699999818,,,,False,1
2,6,44,reproduction,1.0,1.646594599999844,0.0,,1.646594599999844,reproduction,1.0,1.5642461999996158,,,,False,1
2,6,45,reproduction,0.9,1.3173305000000255,0.0,,1.3173305000000255,reproduction,1.0,1.646594599999844,,,,False,1
2,6,46,reproduction,1.2,1.8230484999994587,0.0,,1.8230484999994587,reproduction,0.9,1.3173305000000255,,,,False,1
2,6,47,following,1.2,0.0,1.5642563999999766,1.1,1.5642563999999766,reproduction,1.2,1.8230484999994587,,-0.0233903000007558,0.3412367999999333,False,1
2,6,48,following,1.2,0.0,1.4583724000003713,1.4,1.4583724000003713,following,1.2,1.5642563999999766,1.1,0.0707060000004276,0.329421800000091,False,1
2,6,49,following,1.0,0.0,1.3407928000005995,1.0,1.3407928000005995,following,1.2,1.4583724000003713,1.4,-0.0116244000000733,0.3295080000007147,False,1
2,6,50,following,1.0,0.0,1.1408384999995178,1.2,1.1408384999995178,following,1.0,1.3407928000005995,1.0,0.1530258000002504,0.2941524999996545,False,1
2,6,51,following,0.9,0.0,1.1055217000002813,1.3,1.1055217000002813,following,1.0,1.1408384999995178,1.2,0.1177666000003228,0.3176843000001099,False,1
2,6,52,following,1.2,0.0,1.3878114999997706,0.9,1.3878114999997706,following,0.9,1.1055217000002813,1.3,0.0942514000007577,0.2824258000000554,False,1
2,6,53,following,1.1,0.0,1.1525577000002158,0.8,1.1525577000002158,following,1.2,1.3878114999997706,0.9,0.105993699999999,0.1530401999998503,False,1
2,6,54,reproduction,0.8,1.0349857999999583,0.0,,1.0349857999999583,following,1.1,1.1525577000002158,0.8,,,False,1
2,6,55,reproduction,1.0,1.3055276000004596,0.0,,1.3055276000004596,reproduction,0.8,1.0349857999999583,,,,False,1
2,6,56,following,0.9,0.0,1.070263999999952,1.4,1.070263999999952,reproduction,1.0,1.3055276000004596,,0.352970799999639,0.5176548999997976,False,1
