duration,cue,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,fixation.started,fixation.stopped,stimulus_grating.started,stimulus_grating.stopped,cue_word.started,cue_word.stopped,reproduced_grating.started,orientation,rpr_onset,rpr_duration,cue2rep_rt,follow_stimuli,follow_key_onset,follow_production,feedback.started,feedback.stopped,iti.started,iti.stopped,BlockInfo.started,BlockInfo.stopped,follow_grating.started,follow_grating.stopped,Goodbye.started,goodbye_text.started,goodbye_key.started,Goodbye.stopped,goodbye_key.keys,goodbye_key.rt,goodbye_key.duration,participant,gender (M/F),age,date,expName,psychopyVersion,frameRate,expStart,
1.1,reproduction,0,0,0,45,14.153662000000622,,14.153662000000622,14.657546599999478,15.127983700000186,16.233510099998966,16.727481500001886,17.233190200000536,17.727158900001086,145,17.703766700000415,1.2819984999987355,1.4819069000004674,1.2999999999999998,0,0,18.986119600001985,19.985400699999445,19.985410500001308,20.985080800001015,20.985089900001185,20.98514989999967,,,,,,,,,,s11,F,23,2024-12-04_11h57.58.176,seq_tasks_v2023,2023.2.3,85.00054825539169,2024-12-04 12h03.01.569919 +0100,
0.9,following,0,1,1,22,20.996751900001982,,20.996751900001982,21.502487000001565,21.984703400001308,22.890293100001145,23.38426090000212,23.890002000000095,,159,0,0,0,0.9,25.195618199999444,0.8232577000017045,26.019127200001094,27.018557300001703,27.01856680000128,28.018262100002175,28.01827240000057,28.018328900001507,24.87792619999891,25.783543100002134,,,,,,,,s11,F,23,2024-12-04_11h57.58.176,seq_tasks_v2023,2023.2.3,85.00054825539169,2024-12-04 12h03.01.569919 +0100,
1.4,following,0,2,2,41,28.029925300001196,,28.029925300001196,28.535618599998998,29.01784740000221,30.41742979999981,30.91137879999951,31.417107500001293,,30,0,0,0,1.4,32.74625569999989,1.3407458000001498,34.08723090000058,35.08670780000102,35.08671770000001,36.08639960000073,36.08640899999955,36.08646260000023,32.40506970000206,33.80461809999906,,,,,,,,s11,F,23,2024-12-04_11h57.58.176,seq_tasks_v2023,2023.2.3,85.00054825539169,2024-12-04 12h03.01.569919 +0100,
0.9,reproduction,0,3,3,1,36.09807350000119,,36.09807350000119,36.60378060000221,37.08600529999967,37.99160950000078,38.48558100000082,38.991306500000064,39.57934970000133,99,39.55596950000108,1.070258299998386,1.5760220000011032,1.2999999999999998,0,0,40.626639900001464,41.625878900002135,41.62588830000095,42.62559700000202,42.625606900001,42.625661500002025,,,,,,,,,,s11,F,23,2024-12-04_11h57.58.176,seq_tasks_v2023,2023.2.3,85.00054825539169,2024-12-04 12h03.01.569919 +0100,
1.4,reproduction,0,4,4,34,42.637267500002054,,42.637267500002054,43.142985400001635,43.62519650000104,45.02476749999914,45.518737900001724,46.02444309999919,46.60073560000092,112,46.57735320000211,1.3525709999994433,1.5641723000007914,1.0,0,0,47.93024560000049,48.92955599999914,48.92956520000007,49.92923580000206,49.92924580000181,49.929304199999024,,,,,,,,,,s11,F,23,2024-12-04_11h57.58.176,seq_tasks_v2023,2023.2.3,85.00054825539169,2024-12-04 12h03.01.569919 +0100,
1.3,following,0,5,5,12,49.94091770000159,,49.94091770000159,50.446633999999904,50.9288521999988,52.23433490000025,52.728295799999614,53.234028200000466,,170,0,0,0,1.4,54.386745700001484,1.5289341999996395,55.91579560000173,56.915347199999815,56.915356900000916,57.91504949999944,57.91505909999978,57.91511560000072,54.22195080000165,55.621543199998996,,,,,,,,s11,F,23,2024-12-04_11h57.58.176,seq_tasks_v2023,2023.2.3,85.00054825539169,2024-12-04 12h03.01.569919 +0100,
1.1,reproduction,0,6,6,31,57.92670369999905,,57.92670369999905,58.432449500000075,58.91465790000075,60.020200700000714,60.51418149999881,61.019877499998984,61.678530400000454,175,61.65517850000106,1.0584605000003648,1.6466036000019812,1.1,0,0,62.7139700000007,63.71328960000028,63.71329990000231,64.71297780000168,64.71298820000084,64.71304760000203,,,,,,,,,,s11,F,23,2024-12-04_11h57.58.176,seq_tasks_v2023,2023.2.3,85.00054825539169,2024-12-04 12h03.01.569919 +0100,
1.2,reproduction,0,7,7,32,64.72464110000146,,64.72464110000146,65.23038789999919,65.71257160000096,66.91221860000223,67.40619010000228,67.91191990000152,68.47646330000134,46,68.45307640000101,1.2348896000003151,1.5525188999999955,1.4,0,0,69.6882955000001,70.68764780000129,70.68765799999892,71.68732549999913,71.68733470000006,71.68738660000236,,,,,,,,,,s11,F,23,2024-12-04_11h57.58.176,seq_tasks_v2023,2023.2.3,85.00054825539169,2024-12-04 12h03.01.569919 +0100,
1.2,reproduction,0,8,8,18,71.69899140000052,,71.69899140000052,72.20473320000019,72.68692360000205,73.88657479999893,74.38054080000074,74.88625200000024,75.49784770000042,90,75.47442919999958,1.2819933000027959,1.5995062999973015,1.0,0,0,76.75674340000114,77.75604939999903,77.75605980000182,78.75576189999992,78.75577130000238,78.75582560000112,,,,,,,,,,s11,F,23,2024-12-04_11h57.58.176,seq_tasks_v2023,2023.2.3,85.00054825539169,2024-12-04 12h03.01.569919 +0100,
1.2,following,0,9,9,25,78.76742450000165,,78.76742450000165,79.2732133999998,79.75535630000013,80.95500860000175,81.44897630000196,81.95469550000053,,100,0,0,0,0.8,83.3073570000015,1.034955600000103,84.34253890000036,85.34201490000123,85.34202490000098,86.34167010000237,86.34168019999925,86.341737499999,82.94264420000036,83.74239619999935,,,,,,,,s11,F,23,2024-12-04_11h57.58.176,seq_tasks_v2023,2023.2.3,85.00054825539169,2024-12-04 12h03.01.569919 +0100,
