duration,cue,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,fixation.started,fixation.stopped,stimulus_grating.started,stimulus_grating.stopped,cue_word.started,cue_word.stopped,orientation,rpr_onset,rpr_duration,cue2rep_rt,follow_grating.started,follow_grating.stopped,follow_stimuli,follow_key_onset,follow_production,feedback.started,feedback.stopped,iti.started,iti.stopped,BlockInfo.started,BlockInfo.stopped,reproduced_grating.started,Goodbye.started,goodbye_text.started,goodbye_key.started,Goodbye.stopped,goodbye_key.keys,goodbye_key.rt,goodbye_key.duration,participant,gender (M/F),age,date,expName,psychopyVersion,frameRate,expStart,
1.3,following,0,0,0,26,29.762118000000555,,29.762118000000555,30.26568699999916,30.748137399999905,32.053372300000774,32.54734930000086,33.053064699999595,108,0,0,0,34.04101169999922,34.94661950000045,0.9,33.06496200000038,1.8699765000001207,34.93520539999918,35.93467210000017,35.93468539999958,36.934362100000726,36.93437289999929,36.93443289999959,,,,,,,,,s13,F,23,2024-12-05_09h40.01.039,seq_tasks_v2023,2023.2.3,85.03994326207983,2024-12-05 10h20.28.076938 +0100,
0.8,following,0,1,1,21,36.94601259999945,,36.94601259999945,37.451804000000266,37.933942800000295,38.733698600000935,39.22768360000009,39.73338970000077,115,0,0,0,40.72132679999959,41.92096850000053,1.2,40.980289600000106,1.234829200000604,42.2153887000004,43.2148502,43.21485989999928,44.21450229999937,44.214512799999284,44.21456770000077,,,,,,,,,s13,F,23,2024-12-05_09h40.01.039,seq_tasks_v2023,2023.2.3,85.03994326207983,2024-12-05 10h20.28.076938 +0100,
1,reproduction,0,2,2,44,44.226167999999234,,44.226167999999234,44.73190740000064,45.21410769999966,46.21379370000068,46.707788800000344,47.213509900000645,146,48.18981320000057,1.2585000999988551,1.9876417000014044,,,1.0,0,0,49.44870599999922,50.44792079999934,50.44793120000031,51.44761909999943,51.447629099999176,51.44768320000003,48.21320019999985,,,,,,,,s13,F,23,2024-12-05_09h40.01.039,seq_tasks_v2023,2023.2.3,85.03994326207983,2024-12-05 10h20.28.076938 +0100,
0.8,following,0,3,3,35,51.45928599999934,,51.45928599999934,51.96503020000091,52.447242399999595,53.246977400000105,53.740951899999345,54.24667389999922,42,0,0,0,55.234609200000705,56.14022920000025,0.9,55.493511200000285,1.129018300000098,56.62276209999982,57.62222850000035,57.62223830000039,58.621919700000944,58.62192999999934,58.62199150000015,,,,,,,,,s13,F,23,2024-12-05_09h40.01.039,seq_tasks_v2023,2023.2.3,85.03994326207983,2024-12-05 10h20.28.076938 +0100,
1,following,0,4,4,9,58.6335997999995,,58.6335997999995,59.13932449999993,59.62152539999988,60.621226499999466,61.11519109999972,61.6209259999996,95,0,0,0,62.6088464000004,63.714422700000796,1.1,62.92657979999967,1.0466973000002326,63.97351239999989,64.97294519999923,64.97295549999944,65.97263310000017,65.97264349999932,65.97269729999971,,,,,,,,,s13,F,23,2024-12-05_09h40.01.039,seq_tasks_v2023,2023.2.3,85.03994326207983,2024-12-05 10h20.28.076938 +0100,
1.2,reproduction,0,5,5,32,65.98433069999919,,65.98433069999919,66.49005720000059,66.97224559999995,68.17188469999928,68.66586140000072,69.1716092000006,58,69.6303824000006,1.340853599998809,1.4701285999999527,,,1.0,0,0,70.97156220000033,71.97086470000067,71.9708756,72.97058029999971,72.97059029999946,72.97064499999942,69.65379650000068,,,,,,,,s13,F,23,2024-12-05_09h40.01.039,seq_tasks_v2023,2023.2.3,85.03994326207983,2024-12-05 10h20.28.076938 +0100,
1.4,reproduction,0,6,6,34,72.98220749999928,,72.98220749999928,73.48791750000055,73.97014210000088,75.36972389999937,75.86368530000072,76.36941669999942,147,76.80470989999958,1.0585171000002447,1.4465705000002345,,,0.8,0,0,77.86357090000092,78.86287579999953,78.86288570000033,79.86260430000038,79.86261519999971,79.86267279999993,76.82810720000089,,,,,,,,s13,F,23,2024-12-05_09h40.01.039,seq_tasks_v2023,2023.2.3,85.03994326207983,2024-12-05 10h20.28.076938 +0100,
1.1,reproduction,0,7,7,3,79.87424370000008,,79.87424370000008,80.3799725000008,80.86219820000042,81.96774100000039,82.46171200000026,82.96742719999929,99,83.28512480000063,1.105565799998658,1.3290329000010388,,,1.2999999999999998,0,0,84.39106379999976,85.39032310000039,85.39033329999984,86.39001909999934,86.39002939999955,86.39008420000027,83.30849950000083,,,,,,,,s13,F,23,2024-12-05_09h40.01.039,seq_tasks_v2023,2023.2.3,85.03994326207983,2024-12-05 10h20.28.076938 +0100,
1.1,following,0,8,8,24,86.4016843999998,,86.4016843999998,86.9074313000001,87.38964269999997,88.49521149999964,88.98915560000023,89.49485740000091,15,0,0,0,90.48282319999998,91.8823926999994,1.4,90.81223250000039,1.3290170000000217,92.14148840000053,93.14093979999961,93.14095000000088,94.1406205000003,94.14063080000051,94.14068690000022,,,,,,,,,s13,F,23,2024-12-05_09h40.01.039,seq_tasks_v2023,2023.2.3,85.03994326207983,2024-12-05 10h20.28.076938 +0100,
1.4,reproduction,0,9,9,20,94.15229589999944,,94.15229589999944,94.65802040000017,95.14022459999978,96.53980890000093,97.03379010000026,97.53950409999925,39,97.9277605999996,1.2937324000013177,1.3995923000002222,,,1.1,0,0,99.22184600000037,100.2211454999997,100.22115590000067,101.22086590000072,101.22087680000004,101.22093379999933,97.95116179999968,,,,,,,,s13,F,23,2024-12-05_09h40.01.039,seq_tasks_v2023,2023.2.3,85.03994326207983,2024-12-05 10h20.28.076938 +0100,
