duration,cue,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,fixation.started,fixation.stopped,stimulus_grating.started,stimulus_grating.stopped,cue_word.started,cue_word.stopped,orientation,rpr_onset,rpr_duration,cue2rep_rt,follow_grating.started,follow_grating.stopped,follow_stimuli,follow_key_onset,follow_production,feedback.started,feedback.stopped,iti.started,iti.stopped,BlockInfo.started,BlockInfo.stopped,reproduced_grating.started,Goodbye.started,goodbye_text.started,goodbye_key.started,Goodbye.stopped,goodbye_key.keys,goodbye_key.rt,goodbye_key.duration,participant,gender (M/F),age,date,expName,psychopyVersion,frameRate,expStart,
1.1,following,0,0,0,52,33.22623899999999,,33.22623899999999,33.732130799999965,34.19082180000001,35.296366000000006,35.48453900000001,35.99027290000001,121,0,0,0,36.97822199999999,38.177837100000005,1.2,36.61373280000001,1.552431200000001,38.166441100000014,38.96593779999998,38.965948699999984,39.965663699999965,39.965673899999985,39.9657359,,,,,,,,,p00,F,23,2024-11-22_10h07.26.807,seq_tasks_v2023,2023.2.3,85.03097678485126,2024-11-22 10h08.21.214162 +0100,
0.8,following,0,1,1,7,39.977327900000006,,39.977327900000006,40.48303660000002,40.9652543,41.7649883,41.95318499999999,42.45889839999998,165,0,0,0,43.44684409999999,44.352440400000006,0.9,43.72923769999997,0.870297800000003,44.599763999999965,45.39929529999998,45.399305,46.39897449999998,46.398984799999965,46.3990421,,,,,,,,,p00,F,23,2024-11-22_10h07.26.807,seq_tasks_v2023,2023.2.3,85.03097678485126,2024-11-22 10h08.21.214162 +0100,
1,following,0,2,2,51,46.410640900000004,,46.410640900000004,46.91638850000001,47.39861809999999,48.3982771,48.58645219999997,49.092182399999984,132,0,0,0,50.0801309,50.98572279999999,0.9,50.35079570000002,0.8820354999999722,51.23306010000002,52.03257979999998,52.032590399999975,53.032257499999986,53.03226779999997,53.032322300000004,,,,,,,,,p00,F,23,2024-11-22_10h07.26.807,seq_tasks_v2023,2023.2.3,85.03097678485126,2024-11-22 10h08.21.214162 +0100,
1.2,following,0,3,3,11,53.043942699999974,,53.043942699999974,53.549655899999976,54.03186339999999,55.23150009999998,55.41967650000001,55.92541780000002,170,0,0,0,56.91333940000001,58.018902499999996,1.1,57.31334159999997,0.9644162000000165,58.277991000000014,59.077490299999994,59.07750089999999,60.0771804,60.07718989999998,60.07724479999999,,,,,,,,,p00,F,23,2024-11-22_10h07.26.807,seq_tasks_v2023,2023.2.3,85.03097678485126,2024-11-22 10h08.21.214162 +0100,
0.8,following,0,4,4,21,60.08884629999997,,60.08884629999997,60.59459419999999,61.07679920000001,61.876544499999994,62.06473079999998,62.57044849999997,66,0,0,0,63.55840470000001,64.86387039999997,1.2999999999999998,63.86432039999997,0.9878552000000127,64.85231139999999,65.65197019999997,65.65198080000002,66.6516622,66.65167269999998,66.65172750000002,,,,,,,,,p00,F,23,2024-11-22_10h07.26.807,seq_tasks_v2023,2023.2.3,85.03097678485126,2024-11-22 10h08.21.214162 +0100,
0.8,reproduction,0,5,5,42,66.66332579999997,,66.66332579999997,67.16906750000001,67.65127800000002,68.45102749999998,68.63924460000001,69.14492549999997,171,69.7215219,1.1994846999999709,1.2821086999999807,,,1.2,0,0,70.921344,71.7207688,71.7207804,72.7204419,72.720452,72.72051050000002,69.74482099999997,,,,,,,,p00,F,23,2024-11-22_10h07.26.807,seq_tasks_v2023,2023.2.3,85.03097678485126,2024-11-22 10h08.21.214162 +0100,
1.4,reproduction,0,6,6,6,72.73207449999998,,72.73207449999998,73.23779849999997,73.720022,75.11960969999998,75.30778039999998,75.8134934,42,76.36638939999997,0.952677499999993,1.258428199999969,,,0.9,0,0,77.31939680000002,78.11884159999997,78.11885190000001,79.11847500000002,79.11848519999998,79.11854159999999,76.38980719999998,,,,,,,,p00,F,23,2024-11-22_10h07.26.807,seq_tasks_v2023,2023.2.3,85.03097678485126,2024-11-22 10h08.21.214162 +0100,
1.4,following,0,7,7,41,79.13013420000001,,79.13013420000001,79.63589290000002,80.11807780000001,81.51764979999999,81.70582799999997,82.21155730000001,4,0,0,0,83.19950609999998,84.305039,1.1,83.50541239999998,1.0584936999999854,84.56413549999999,85.36363589999999,85.36364610000001,86.3633586,86.363369,86.36342699999997,,,,,,,,,p00,F,23,2024-11-22_10h07.26.807,seq_tasks_v2023,2023.2.3,85.03097678485126,2024-11-22 10h08.21.214162 +0100,
0.8,reproduction,0,8,8,0,86.3750067,,86.3750067,86.8807277,87.36294480000001,88.16270469999998,88.3508765,88.8565988,140,89.3624485,0.47046249999999645,1.21139340000002,,,0.9,0,0,89.83340339999998,90.63262929999999,90.6326392,91.63232559999997,91.63233590000002,91.6323902,89.38586689999997,,,,,,,,p00,F,23,2024-11-22_10h07.26.807,seq_tasks_v2023,2023.2.3,85.03097678485126,2024-11-22 10h08.21.214162 +0100,
1.1,reproduction,0,9,9,3,91.6439925,,91.6439925,92.1497206,92.63192710000001,93.73747519999998,93.92565920000001,94.43137870000001,92,94.91371289999998,0.5998410999999919,1.1878446000000054,,,1.0,0,0,95.51375419999997,96.31328260000001,96.31329259999998,97.31297570000001,97.3129855,97.31304179999998,94.93713210000001,,,,,,,,p00,F,23,2024-11-22_10h07.26.807,seq_tasks_v2023,2023.2.3,85.03097678485126,2024-11-22 10h08.21.214162 +0100,
0.8,following,0,10,10,35,97.32465399999998,,97.32465399999998,97.83038279999997,98.31259579999997,99.11234729999998,99.30053259999997,99.80621019999998,177,0,0,0,100.79420780000001,101.89972889999999,1.1,100.53572970000002,1.3529414999999858,101.88880839999999,102.6878159,102.68782630000001,103.68752800000001,103.68753760000001,103.68763470000002,,,,,,,,,p00,F,23,2024-11-22_10h07.26.807,seq_tasks_v2023,2023.2.3,85.03097678485126,2024-11-22 10h08.21.214162 +0100,
1.1,following,0,11,11,38,103.6998973,,103.6998973,104.2048892,104.68710009999998,105.7926631,105.98083970000002,106.48655139999997,155,0,0,0,107.00405479999998,108.40370060000001,1.4,107.32171680000002,1.3172426999999516,108.63919189999999,109.43870560000002,109.4387156,110.4383933,110.43840359999999,110.43846139999997,,,,,,,,,p00,F,23,2024-11-22_10h07.26.807,seq_tasks_v2023,2023.2.3,85.03097678485126,2024-11-22 10h08.21.214162 +0100,
