duration,cue,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,fixation.started,fixation.stopped,stimulus_grating.started,stimulus_grating.stopped,cue_word.started,cue_word.stopped,orientation,rpr_onset,rpr_duration,cue2rep_rt,follow_grating.started,follow_grating.stopped,follow_stimuli,follow_key_onset,follow_production,feedback.started,feedback.stopped,iti.started,iti.stopped,BlockInfo.started,BlockInfo.stopped,reproduced_grating.started,participant,gender (M/F),age,date,expName,psychopyVersion,frameRate,expStart,
1.2,following,0,10,10,11,68.92243809999991,,68.92243809999991,69.42815150000001,69.91037259999985,71.10998689999997,71.29819279999992,71.80388470000003,67,0,0,0,72.79181819999985,73.89735470000005,1.1,73.36827319999998,0.8467803999999433,74.21531039999991,75.01476950000006,75.01477929999987,76.01445349999995,76.01446310000006,76.01456319999988,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.1,reproduction,0,11,11,3,76.0261223,,76.0261223,76.5318299999999,77.01403319999986,78.11960209999984,78.30776679999985,78.81348439999988,133,79.57818659999998,0.587972900000068,1.4701798999999482,,,1.4,0,0,80.16651879999995,80.96588189999989,80.96589339999991,81.96554549999996,81.96555579999995,81.96561010000005,79.60147789999996,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.2,reproduction,0,12,12,4,81.97720939999999,,81.97720939999999,82.48292749999996,82.9651116,84.16474219999986,84.35293739999997,84.85865169999988,94,85.50564299999996,0.7762488999999277,1.3524970999999368,,,1.1,0,0,86.28210669999999,87.08165239999994,87.08166269999992,88.0812876,88.08129740000004,88.08135229999993,85.52904509999985,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.1,reproduction,0,13,13,17,88.09294669999986,,88.09294669999986,88.59867609999992,89.08088229999998,90.18641619999994,90.37456399999996,90.88030219999996,34,91.32735209999987,0.858610500000168,1.1525795999998536,,,0.8,0,0,92.18617759999984,92.98565259999987,92.98566310000001,93.98532439999985,93.98533410000005,93.98538659999986,91.35075899999993,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.2,following,0,14,14,53,93.99698909999984,,93.99698909999984,94.5027172,94.98493009999993,96.18455339999991,96.37272949999988,96.87845349999998,48,0,0,0,97.71348509999984,98.6190979999999,0.9,97.96060360000001,0.9408726999999999,98.90172619999998,99.70119799999998,99.70120840000004,100.70088609999993,100.70089609999991,100.70094999999992,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.3,reproduction,0,15,15,33,100.71256270000003,,100.71256270000003,101.21827140000005,101.70049589999985,103.00595799999996,103.19413779999991,103.69985470000006,160,104.26453240000001,0.8938390999999228,1.2702216000000135,,,1.4,0,0,105.15873609999994,105.95807309999987,105.95808369999986,106.95776980000005,106.95777950000002,106.95783400000005,104.28789129999996,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.3,reproduction,0,16,16,19,106.96943169999986,,106.96943169999986,107.4751569,107.95735960000002,109.26283039999998,109.45101290000002,109.95672439999998,92,110.47432430000003,1.1291744999998627,1.223124000000098,,,1.1,0,0,111.60391209999989,112.40314020000005,112.40315029999988,113.40282739999998,113.40283759999988,113.40289199999984,110.49774759999991,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.2,reproduction,0,17,17,32,113.41448590000005,,113.41448590000005,113.92019460000006,114.40240989999984,115.60202129999993,115.79020590000005,116.29595670000003,22,116.88412240000002,0.9409034000000247,1.293713900000057,,,1.4,0,0,117.82545630000004,118.62477579999995,118.62478979999992,119.62439979999999,119.62440990000005,119.62446509999995,116.90749849999997,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.4,following,0,18,18,41,119.6360694,,119.6360694,120.14179160000003,120.62398740000003,122.0235826999999,122.21173419999991,122.71746949999988,26,0,0,0,123.55249099999992,124.85797709999997,1.2999999999999998,123.82313419999991,1.0231633000000784,124.84643499999993,125.64605289999986,125.64606309999999,126.64574289999996,126.64575300000001,126.64581290000001,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.3,reproduction,0,19,19,47,126.65740979999987,,126.65740979999987,127.16313739999987,127.645352,128.95081699999992,129.13898960000006,129.6446908999999,45,130.51516119999997,1.058550700000069,1.575973299999987,,,0.9,0,0,131.57405960000006,132.3733918999999,132.37340169999993,133.37309449999998,133.37310419999994,133.37315719999992,130.53855909999993,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.4,following,0,20,20,55,133.38472019999995,,133.38472019999995,133.89044609999996,134.3726655999999,135.77221020000002,135.96041339999988,136.4661165,32,0,0,0,137.301158,138.40669129999992,1.1,137.5365248999999,1.1408066999999846,138.67757489999985,139.4770590999999,139.4770696999999,140.47673629999986,140.47674600000005,140.47680309999987,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.3,following,0,21,21,26,140.48839989999988,,140.48839989999988,140.99411379999992,141.47632309999995,142.7825238999999,142.97054239999989,143.47569669999984,152,0,0,0,144.3107339999999,145.2163410999999,0.9,144.57021480000003,0.9167549999999665,145.48722780000003,146.2866939999999,146.28670439999996,147.2863766999999,147.2863863,147.28644009999994,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1,following,0,22,22,23,147.29805139999985,,147.29805139999985,147.80377439999984,148.28595959999984,149.28618159999996,149.47383769999988,149.9795721999999,74,0,0,0,150.81463589999998,151.8148873,1.0,151.06184510000003,1.0354313000000275,152.0976048,152.89641289999986,152.8964234,153.8960884999999,153.89609859999996,153.89615359999993,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
0.8,following,0,23,23,35,153.9084398,,153.9084398,154.41347229999997,154.89568809999992,155.69543199999998,155.88420079999992,156.3899583,150,0,0,0,157.224739,158.52986369999985,1.2999999999999998,157.5067715,1.0232272999999168,158.53024129999994,159.3302756999999,159.33028609999997,160.32938249999984,160.32939250000004,160.3294461999999,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.4,following,0,24,24,27,160.34155310000006,,160.34155310000006,160.84735699999987,161.32898729999988,162.72852969999985,162.91709419999984,163.42302789999985,3,0,0,0,164.25748329999988,165.65760290000003,1.4,164.92799590000004,1.0114340000000084,165.9396847999999,166.73916989999998,166.73918009999988,167.73930819999987,167.73931819999984,167.73937499999988,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.3,reproduction,0,25,25,5,167.75050420000002,,167.75050420000002,168.25623659999997,168.73901899999987,170.0439254999999,170.23208479999994,170.73780390000002,25,171.33826550000003,1.1638608999999178,1.3054364000001897,,,1.0,0,0,172.50249159999998,173.30183629999988,173.3018457999999,174.30151320000004,174.3015229,174.30157740000004,171.3611570999999,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.3,following,0,26,26,54,174.31347630000005,,174.31347630000005,174.8189015999999,175.30172530000004,176.60708950000003,176.7947454,177.3010706,151,0,0,0,178.13552830000003,179.1352061,1.0,178.41791709999984,0.999677500000189,179.41771449999987,180.21782439999993,180.2178343999999,181.21698429999992,181.2169947,181.21704839999984,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
0.8,reproduction,0,27,27,42,181.2286767999999,,181.2286767999999,181.73439659999985,182.21660029999998,183.01634330000002,183.20452419999992,183.71025229999987,108,184.3454752,0.5999343999999383,1.340732300000127,,,1.2999999999999998,0,0,184.9458156999999,185.74500820000003,185.7450182,186.74468579999984,186.74469520000002,186.74474940000005,184.36887379999985,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
0.8,reproduction,0,28,28,14,186.75637269999993,,186.75637269999993,187.2620841999999,187.74426159999985,188.54402400000004,188.73279709999997,189.23858759999985,160,189.8261321,0.576321999999891,1.293742600000087,,,0.9,0,0,190.40287919999992,190.40293900000006,190.40294749999998,191.40242339999986,191.40243379999993,191.40248829999996,189.8495000999999,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1,following,0,29,29,37,191.41372679999995,,191.41372679999995,191.91945299999998,192.40166569999997,193.4013419999999,193.58951690000004,194.09527419999995,106,0,0,0,194.93087489999994,196.34162519999995,1.4,195.34204299999988,1.3054959000000963,196.64786149999986,196.64792669999997,196.64793570000006,197.64718319999997,197.64719379999997,197.64724899999987,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.2,reproduction,0,30,30,46,197.6592991,,197.6592991,198.16457100000002,198.64685140000006,199.84692229999996,200.03459469999984,200.54031080000004,70,201.08144930000003,0.7645562000000155,1.2466693999999734,,,0.9,0,0,201.84639900000002,201.84646210000005,201.84647040000004,202.84555799999998,202.84556859999998,202.8456263999999,201.10484870000005,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.1,following,0,31,31,52,202.8576900999999,,202.8576900999999,203.36295719999998,203.8456635,204.95114109999986,205.13887350000005,205.64460929999996,49,0,0,0,206.48014450000005,207.58517510000001,1.1,206.76204439999992,1.0937533999999687,207.85612149999997,207.85618610000006,207.85619529999985,208.8554577,208.85546980000004,208.8555237999999,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
0.9,following,0,32,32,36,208.8671179999999,,208.8671179999999,209.37284290000002,209.8550398,210.76117099999988,210.94950689999996,211.4545295999999,99,0,0,0,212.2901207,213.48923209999998,1.2,212.56020190000004,1.1290718000000197,213.68938720000006,213.6894445999999,213.68945310000004,214.68894009999985,214.68895079999993,214.68900719999988,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.4,reproduction,0,33,33,48,214.70124680000004,,214.70124680000004,215.2063091,215.68853009999998,217.08809889999998,217.27627140000004,217.78199429999995,157,218.53483759999995,1.1643773000000692,1.4583575999999994,,,1.1,0,0,219.69957720000002,219.69963589999998,219.6996448,220.69884389999993,220.69885499999987,220.69890970000006,218.55827299999987,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
0.8,reproduction,0,34,34,28,220.71050979999995,,220.71050979999995,221.21621389999996,221.69841569999994,222.4981702,222.68635259999996,223.1920771,9,223.95667319999984,0.9879595000002155,1.4701122999999825,,,0.8,0,0,224.94498239999984,224.9450414999999,224.9450500999999,225.9442649,225.9442750999999,225.94433159999994,223.9800777999999,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
0.8,following,0,35,35,49,225.95592280000005,,225.95592280000005,226.4616352999999,226.94386209999993,227.74361699999986,227.9317767,228.43750929999987,93,0,0,0,229.27255259999993,230.57802909999987,1.2999999999999998,229.67256329999987,1.1760624000000917,230.84885710000003,230.8489176999999,230.84892639999998,231.84829820000004,231.84830899999997,231.84836489999998,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.2,reproduction,0,36,36,18,231.85998329999984,,231.85998329999984,232.36569970000005,232.84789290000003,234.04753830000004,234.23571199999992,234.74142729999994,131,235.58840169999985,1.1996092000001681,1.552498599999808,,,1.2999999999999998,0,0,236.78837329999988,236.78843200000006,236.7884406999999,237.78768620000005,237.78769749999992,237.7877572,235.6117769,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1,reproduction,0,37,37,2,237.79931859999988,,237.79931859999988,238.30503090000002,238.78721969999992,239.7869192999999,239.97510139999986,240.4808203,68,241.58646199999998,1.140888700000005,1.8111794999999802,,,1.1,0,0,242.727713,242.72777139999994,242.72777999999994,243.7269644999999,243.72697519999997,243.7270297,241.60988599999996,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1,following,0,38,38,51,243.73863519999986,,243.73863519999986,244.24435599999993,244.72655910000003,245.7262432,245.91446259999998,246.42013440000005,139,0,0,0,247.25519020000002,248.25488059999998,1.0,247.60816539999996,1.0231886999999915,248.63161349999996,248.6316812,248.63169019999987,249.63100529999997,249.63101549999988,249.63106960000005,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
0.9,reproduction,0,39,39,29,249.64266750000002,,249.64266750000002,250.14914520000002,250.630584,251.53678809999997,251.72436589999984,252.23068839999996,12,253.2652665999999,1.2466429000000971,1.7406937000000653,,,0.8,0,0,254.51226619999989,254.51232600000003,254.51233490000004,255.5115346,255.51154509999992,255.51160019999998,253.28914499999996,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
0.9,following,0,40,40,22,255.52357499999994,,255.52357499999994,256.0289310999999,256.51113110000006,257.4167089,257.60541680000006,258.1112054,9,0,0,0,258.94565480000006,260.1455911999999,1.2,258.41654689999996,1.7171026000000893,260.13379140000006,260.1338484999999,260.13385700000003,261.13337579999984,261.1333867999999,261.13344159999997,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.4,reproduction,0,41,41,20,261.14498549999985,,261.14498549999985,261.6506887999999,262.1329212999999,263.53247829999987,263.72119799999996,264.22634059999996,162,264.88514540000006,0.9411448999999266,1.3637762000000748,,,1.2999999999999998,0,0,265.8266871999999,265.8267447999999,265.8267532,266.82564479999996,266.8256552,266.82570869999995,264.90852029999996,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1,following,0,42,42,9,266.83732269999996,,266.83732269999996,267.3430521999999,267.8253029,268.8249318999999,269.0131237999999,269.51943400000005,166,0,0,0,270.3538782999999,271.35356909999996,1.0,270.48344670000006,1.1525488999998288,271.63628489999996,271.63636429999997,271.6363732,272.6362844999999,272.63629519999995,272.6363497,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
0.8,reproduction,0,43,43,0,272.64728560000003,,272.64728560000003,273.1529891,273.64696779999986,274.44716719999997,274.63490219999994,275.1410596999999,82,275.8469986,0.7172957999998744,1.4113114000001588,,,1.0,0,0,276.5646555999999,276.56471369999986,276.56472229999986,277.56402449999996,277.5640349999999,277.56408969999984,275.8697927999999,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.1,following,0,44,44,24,277.57514779999997,,277.57514779999997,278.08133840000005,278.57485329999986,279.68039569999996,279.8685582999999,280.37426979999987,122,0,0,0,281.20932849999986,282.20900319999987,1.0,281.58644400000003,0.8932020999998258,282.47991419999994,282.4799820999999,282.47999149999987,283.4792881999999,283.4792983,283.47935429999984,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
0.8,following,0,45,45,7,283.49098000000004,,283.49098000000004,283.99733889999993,284.47887909999986,285.27903360000005,285.46682940000005,285.97255189999987,164,0,0,0,286.80757829999993,288.0072115999999,1.2,287.17281449999996,1.034458099999938,288.20759580000004,288.20766149999986,288.2076706999999,289.20694359999993,289.2069538999999,289.20700829999987,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1,reproduction,0,46,46,30,289.21904389999986,,289.21904389999986,289.7247516,290.20651999999995,291.20622290000006,291.39439590000006,291.9006416,4,292.41771259999996,0.7063232999998945,1.2231332999999722,,,0.8,0,0,293.12447269999984,293.12453319999986,293.12454189999994,294.1237781,294.12378839999997,294.1238444999999,292.4411089,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.3,following,0,47,47,40,294.1347289999999,,294.1347289999999,294.64044020000006,295.1343959999999,296.44004169999994,296.62864979999995,297.133771,37,0,0,0,297.9688211,299.1684312,1.2,298.2864984,1.093769199999997,299.38052289999996,299.38058580000006,299.3805944999999,300.37992199999985,300.3799328,300.37998679999987,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.4,following,0,48,48,13,300.3915671,,300.3915671,300.8973185,301.3800999,302.7908112,302.97902550000003,303.4847321,157,0,0,0,304.3197754999999,305.6252548,1.2999999999999998,304.5904026999999,1.0231522000001405,305.6136948999999,305.6137501999999,305.61375899999985,306.61382179999987,306.61383179999984,306.6138862999999,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
0.9,reproduction,0,49,49,15,306.62519369999995,,306.62519369999995,307.1306746999999,307.6128953,308.5184646,308.70664169999986,309.2129052999999,126,310.1416039999999,0.9644680999999764,1.6342177999999876,,,0.9,0,0,311.1064154999999,311.1064747999999,311.10648330000004,312.10577850000004,312.1057897999999,312.1058467999999,310.1657977,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.1,reproduction,0,50,50,45,312.1174291,,312.1174291,312.6230926999999,313.10532349999994,314.21083580000004,314.3995961999999,314.90472009999985,159,315.64579579999986,0.999764099999993,1.446604399999842,,,1.0,0,0,316.64592419999985,316.64598219999993,316.64599079999994,317.6459823,317.64599339999995,317.64605069999993,315.6691928,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.4,reproduction,0,51,51,34,317.6568431999999,,317.6568431999999,318.1625237999999,318.64473899999984,320.0443000999999,320.2324819999999,320.7382026999999,127,321.3616692999999,0.9644141000001127,1.3282478999999512,,,1.0,0,0,322.3264397999999,322.32649709999987,322.32650590000003,323.32575810000003,323.32576889999996,323.3258255999999,321.3850628,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1,reproduction,0,52,52,44,323.3374214999999,,323.3374214999999,323.8431151,324.325323,325.32497319999993,325.51318790000005,326.01889459999984,159,326.85406850000004,0.9292660999999498,1.5407058000000688,,,1.1,0,0,327.78375299999993,327.78381969999987,327.78382839999995,328.7828526999999,328.7828629999999,328.78291809999996,326.87745629999995,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.4,reproduction,0,53,53,6,328.79453309999985,,328.79453309999985,329.3002093,329.78242939999996,331.18202199999996,331.37018820000003,331.87589679999996,104,332.59346430000005,1.0114921999997932,1.4230467000002136,,,1.2,0,0,333.60531059999994,333.60537049999994,333.60537939999995,334.60460809999995,334.60461910000004,334.60467659999995,332.6168579,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.1,following,0,54,54,38,334.6162577,,334.6162577,335.12201759999994,335.6041676,336.7097105999999,336.89787720000004,337.40359109999986,162,0,0,0,338.23865750000004,339.03838629999996,0.8,338.4975436,0.9408407000000807,339.43862880000006,339.4386972,339.4387064,340.4380590999999,340.43807089999996,340.43812579999985,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.3,following,0,55,55,12,340.4496896999999,,340.4496896999999,340.95541920000005,341.43761300000006,342.7430984,342.9312952999999,343.4369964,156,0,0,0,344.2720589999999,345.17764149999994,0.9,344.7544278999999,0.8467583999999988,345.6014244999999,345.60148849999996,345.60149750000005,346.6008273,346.6008374999999,350.61142599999994,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
0.9,reproduction,1,0,56,43,350.62299499999995,,350.62299499999995,351.1287253999999,351.6109351,352.5165413,352.7047032999999,353.2104193,91,353.8691610999999,0.9762891000000309,1.3642706000000544,,,1.0,0,0,354.84587639999995,354.8459438,354.8459524,355.84500319999984,355.8450138999999,355.8450693,353.89255409999987,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
