duration,cue,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,fixation.started,fixation.stopped,stimulus_grating.started,stimulus_grating.stopped,cue_word.started,cue_word.stopped,orientation,rpr_onset,rpr_duration,cue2rep_rt,follow_grating.started,follow_grating.stopped,follow_stimuli,follow_key_onset,follow_production,feedback.started,feedback.stopped,iti.started,iti.stopped,BlockInfo.started,BlockInfo.stopped,reproduced_grating.started,participant,gender (M/F),age,date,expName,psychopyVersion,frameRate,expStart,
1.2,following,1,1,57,53,355.8566771999999,,355.8566771999999,356.36238749999984,356.8446111999999,358.0442495,358.23244239999985,358.7381421,133,0,0,0,359.5731813,360.87865969999984,1.2999999999999998,359.54978319999987,1.317184300000008,360.8671078,360.86716439999987,360.8671732999999,361.8666645999999,361.8666745999999,361.8667275999999,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.3,reproduction,1,2,58,19,361.87834759999987,,361.87834759999987,362.38406429999986,362.8662709,364.1717676999999,364.3599168999999,364.8656432,173,365.6655231,0.7056815000000825,1.505413800000042,,,1.4,0,0,366.37155889999985,366.37161990000004,366.3716285999999,367.37083199999984,367.37084189999996,367.37089679999985,365.6889254,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.4,following,1,3,59,27,367.38250530000005,,367.38250530000005,367.8882355999999,368.37042359999987,369.76999249999994,369.95818429999986,370.4638915999999,118,0,0,0,371.2989442999999,372.20455259999994,0.9,371.5578321999999,0.9526161000001139,372.51069970000003,372.51076420000004,372.5107733,373.5101032,373.5101132,373.5101668,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.4,following,1,4,60,13,373.5217654999999,,373.5217654999999,374.02748299999985,374.5096893,375.9092490999999,376.0974555,376.60315479999986,54,0,0,0,377.43818650000003,378.54375690000006,1.1,377.79119679999985,1.023191400000087,378.8146313,378.8146967,378.81470579999996,379.81401689999984,379.81402720000006,379.81408809999994,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.1,following,1,5,61,24,379.8257062,,379.8257062,380.3314184999999,380.81362709999985,381.9191630999999,382.1073337,382.61306719999993,173,0,0,0,383.44809540000006,384.7535937,1.2999999999999998,383.69521899999995,1.046742600000016,384.7422354,384.7422941,384.742303,385.7416022,385.7416126999999,385.74166749999995,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
0.8,reproduction,1,6,62,28,385.75327749999997,,385.75327749999997,386.2589871,386.74119859999996,387.54095099999995,387.72912610000003,388.23484510000003,48,388.9288816999999,1.0585140000000592,1.3995617999999013,,,1.1,0,0,389.98776299999986,389.9878197999999,389.98782830000005,390.9870341999999,390.9870441999999,390.98709859999985,388.9522715999999,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.2,following,1,7,63,11,390.9986707999999,,390.9986707999999,391.504416,391.9866385999999,393.18625440000005,393.37442899999996,393.88014269999985,60,0,0,0,394.71519509999985,395.7148600999999,1.0,395.0563970999999,0.9996724000000086,396.0561851,396.05624309999985,396.0562517999999,397.05572570000004,397.0557357,397.0557896999999,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1,following,1,8,64,37,397.0673941,,397.0673941,397.57312509999997,398.05532530000005,399.0550043999999,399.2431735,399.7489143999999,17,0,0,0,400.58394580000004,401.88941249999993,1.2999999999999998,400.99577209999984,1.1290504000000965,402.12512489999995,402.12520169999993,402.1252110999999,403.12442629999987,403.1244368,403.12449100000003,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1,following,1,9,65,51,403.13609759999986,,403.13609759999986,403.64181699999995,404.12407329999996,405.1237093,405.3118932,405.8176154999999,18,0,0,0,406.6526716999999,407.65233850000004,1.0,406.93504199999984,0.9526614000001246,407.88793970000006,407.88800360000005,407.8880125999999,408.88740170000005,408.8874117999999,408.88746749999996,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.4,following,1,10,66,41,408.8990285,,408.8990285,409.40471609999986,409.8869365999999,411.28650879999987,411.47467529999994,411.98038829999996,39,0,0,0,412.8154302999999,414.21499730000005,1.4,413.08607989999996,1.3054707999999664,414.39167099999986,414.3917314999999,414.39174030000004,415.39118959999996,415.3911997,415.3912548999999,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
0.9,following,1,11,67,22,415.4028642999999,,415.4028642999999,415.9085886999999,416.3907981,417.29635989999997,417.48456880000003,417.99029599999994,83,0,0,0,418.8253325999999,420.2249119999999,1.4,419.237116,1.2820549000000483,420.5193227,420.5194062999999,420.5194153,421.5189057,421.5189181999999,421.5189822,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1,reproduction,1,12,68,44,421.5304593999999,,421.5304593999999,422.03610359999993,422.5182834,423.51795990000005,423.7061713999999,424.21195050000006,89,425.23527020000006,1.070231799999874,1.728911700000026,,,1.0,0,0,426.3059080999999,426.3059638,426.3059722999999,427.30514649999986,427.3051565999999,427.3052117,425.2586159,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
0.9,reproduction,1,13,69,1,427.3168117,,427.3168117,427.82252919999996,428.3047337999999,429.21033599999987,429.39849159999994,429.9042348999999,93,431.5038476,0.788034400000015,2.3051384000000326,,,1.4,0,0,432.2922206999999,432.29227679999985,432.2922851999999,433.29151579999984,433.2915261999999,433.2915791999999,431.5272855999999,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
0.8,reproduction,1,14,70,42,433.3031658,,433.3031658,433.8089018999999,434.29110360000004,435.0908534,435.27903330000004,435.78475290000006,78,436.56111799999985,0.670389600000135,1.4818989999998848,,,1.4,0,0,437.2318645999999,437.2319236999999,437.2319324,438.2311499,438.23115970000003,438.23121390000006,436.58450219999986,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.4,following,1,15,71,55,438.24280929999986,,438.24280929999986,438.74853899999994,439.2307550999999,440.63030660000004,440.818481,441.3242032999999,83,0,0,0,442.1592495,442.9589865999999,0.8,442.50048049999987,0.8114929000000757,443.31222189999994,443.3122865,443.3122951999999,444.31161369999995,444.31162419999987,444.3116788,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
0.9,following,1,16,72,36,444.3232848,,444.3232848,444.8289969,445.31120609999994,446.216811,446.4049565,446.9106956999999,139,0,0,0,447.7457425,449.1453102999999,1.4,448.086953,1.0466682999999648,449.13376199999993,449.13381649999997,449.13382490000004,450.1333284,450.1333393,450.13339529999985,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.2,reproduction,1,17,73,32,450.1449963,,450.1449963,450.65072009999994,451.1329455,452.3325556,452.5207312,453.02645559999996,44,453.70872269999995,0.9526903999999377,1.387804899999992,,,1.2999999999999998,0,0,454.6617618,454.6618205,454.6618289999999,455.6610215999999,455.66103210000006,455.6610851999999,453.7321213,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.2,following,1,18,74,39,455.67269199999987,,455.67269199999987,456.1784077,456.66058469999984,457.8602713999999,458.04842469999994,458.55413169999997,20,0,0,0,459.38915210000005,460.38885349999987,1.0,459.67158329999984,0.9056385000001228,460.57749049999984,460.5775612,460.5775701,461.5768286,461.5768390999999,461.5768931,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.3,reproduction,1,19,75,47,461.5885040999999,,461.5885040999999,462.09422259999997,462.57640790000005,463.88187700000003,464.0700804999999,464.57579629999987,173,465.8931565999999,0.9526640999999927,2.02289699999983,,,1.2,0,0,466.84616570000003,466.84622279999985,466.84623149999993,467.8454712999999,467.8454821999999,467.8455363999999,465.91654070000004,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.3,following,1,20,76,12,467.85713839999994,,467.85713839999994,468.36285139999995,468.8450407999999,470.1505402999999,470.3387158999999,470.84441990000005,154,0,0,0,471.6794594999999,473.07902160000003,1.4,471.93835119999994,1.129044199999953,473.06755640000006,473.0676166999999,473.0676254,474.0671055,474.06711659999996,474.06717230000004,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1,reproduction,1,21,77,30,474.0787419999999,,474.0787419999999,474.5844440999999,475.0666546,476.06689230000006,476.25452129999985,476.7602440999999,71,477.6189259999999,0.9410063000000264,1.5636460999999144,,,1.4,0,0,478.56039599999986,478.56045900000004,478.56046779999997,479.5594667999999,479.559477,479.5595309999999,477.64233779999995,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.1,reproduction,1,22,78,31,479.57114060000004,,479.57114060000004,480.0768433999999,480.5590631,481.66459859999986,481.85278189999985,482.35848569999985,49,483.2054475,1.0350189999999202,1.5524769000001015,,,1.4,0,0,484.2409453,484.24101440000004,484.24102330000005,485.2400700999999,485.24008019999997,485.2401344,483.22881559999996,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.3,reproduction,1,23,79,33,485.25170579999985,,485.25170579999985,485.75744459999987,486.2396564999999,487.54511449999995,487.73327759999984,488.2390335,124,488.9918496,0.8822060999998484,1.4583171000001585,,,1.4,0,0,489.8744899999999,489.874558,489.8745689,490.87360309999985,490.87361280000005,490.87366840000004,489.0152421,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.2,following,1,24,80,25,490.88525119999986,,490.88525119999986,491.3909695,491.8731757999999,493.0728239,493.2610187,493.7667085999999,36,0,0,0,494.60173570000006,495.4015087,0.8,494.86062909999987,0.9526365000001533,495.81351100000006,495.8135972,495.8136064999999,496.81293259999984,496.8129432999999,496.81299679999984,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
0.8,reproduction,1,25,81,14,496.82459559999984,,496.82459559999984,497.33029280000005,497.81252040000004,498.6122748,498.8004326,499.30615190000003,16,500.8705123,1.0350043999999343,2.2698837000000367,,,1.2,0,0,501.9058671999999,501.90592360000005,501.9059319999999,502.90514140000005,502.90515159999995,502.90520649999985,500.8939091,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1,reproduction,1,26,82,16,502.9168101999999,,502.9168101999999,503.42253600000004,503.9047413999999,504.90442659999985,505.0925941999999,505.59835039999984,151,506.3394014999999,0.9761889999999767,1.4466009000000213,,,1.4,0,0,507.31592479999995,507.31598099999997,507.31598929999996,508.31523089999996,508.31524289999993,508.3152963,506.362803,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1,following,1,27,83,23,508.32688889999986,,508.32688889999986,508.83261429999993,509.3148185,510.31451259999994,510.50267859999985,511.00839599999995,128,0,0,0,511.8434336999999,513.148921,1.2999999999999998,512.5139554999998,0.9056145000001834,513.4199389999999,513.4200157,513.4200249999999,514.4191954999999,514.4192054999999,514.4192584999998,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
0.8,following,1,28,84,35,514.4308627,,514.4308627,514.9365865,515.4187857,516.2185436,516.4067046999999,516.9124393,95,0,0,0,517.7474909,518.8530303,1.1,517.9829001999999,0.9761111000000255,518.9593327999999,518.9593986,518.9594073999999,519.9586709999999,519.9586813999999,519.9587363,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
0.9,reproduction,1,29,85,29,519.9703345,,519.9703345,520.476054,520.9582372,521.9178297999999,522.0520279,522.5577283,119,523.2870395999998,1.0467795000001843,1.4348147999999128,,,1.1,0,0,524.3341636,524.3342212999999,524.3342299999999,525.333437,525.3334471999999,525.3335018,523.3104363,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.1,reproduction,1,30,86,45,525.3451026,,525.3451026,525.8508465999998,526.3330283999999,527.4385617,527.6267432,528.1324966,37,528.8853156,0.9409880999999132,1.4583761000001232,,,1.1,0,0,529.8267546,529.8268166,529.8268252,530.8258664999998,530.8258771999999,530.8259326,528.9086946999998,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.3,following,1,31,87,40,530.8375100999999,,530.8375100999999,531.3432284,531.8254342,533.1309191999999,533.3190881,533.8248122,175,0,0,0,534.6598492,535.5654453,0.9,534.7423205999999,0.9761748000000807,535.7186205,535.7186821,535.7186907999999,536.7181439999999,536.7181544999999,536.7182075999999,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1,following,1,32,88,9,536.7297956,,536.7297956,537.2355172,537.7177236999999,538.7174269,538.9056023,539.4113101,163,0,0,0,540.2463499999999,541.3519021,1.1,540.2229769,1.1173146999999517,541.3405783000001,541.3406413,541.3406504,542.3399325999999,542.3399437,542.3400022999999,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1,reproduction,1,33,89,2,542.3515829,,542.3515829,542.8573776000001,543.3395165,544.3391988999999,544.5273714999998,545.0330999,1,546.0918194999999,1.093769699999939,1.7642587999998796,,,1.1,0,0,547.1859689,547.1860300999999,547.1860386999999,548.1851508,548.1851614,548.1852147,546.1151471999999,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.3,reproduction,1,34,90,5,548.1968162000001,,548.1968162000001,548.7025475999999,549.1847456999999,550.4902216,550.6783917,551.1841316,143,551.9251959000001,1.0349998999997752,1.4465858000000935,,,1.2999999999999998,0,0,552.9606119,552.960669,552.9606775,553.9599178999999,553.9599295999999,553.959987,551.9485881999999,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.2,reproduction,1,35,91,4,553.9715100999999,,553.9715100999999,554.4772356999999,554.9594454,556.1590965999999,556.3472517999999,556.8529718,76,557.8527850999999,1.0702979000000141,1.7053456999999526,,,1.1,0,0,558.9235059,558.9235658999999,558.9235747,559.9226822,559.9226927,559.9227469,557.876184,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.2,reproduction,1,36,92,46,559.9343676999999,,559.9343676999999,560.4400862999998,560.9222749,562.1219179,562.3100815,562.8158211999998,102,563.6627486999998,0.9173874000000524,1.5524486999997862,,,1.0,0,0,564.5805555,564.5806164,564.5806249,565.5797508999999,565.5797608999999,565.5798155,563.6861428,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.1,reproduction,1,37,93,17,565.5914186,,565.5914186,566.0971511999999,566.5793575,567.6849130999999,567.873079,568.3787903,99,569.1316052,0.8233268999999837,1.4583368000000974,,,1.2,0,0,569.9552658,569.9553226,569.9553309999999,570.9545656999999,570.9545753999998,570.9546289999998,569.1550267,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.3,following,1,38,94,26,570.9662312999999,,570.9662312999999,571.4719522999999,571.9541648,573.2596392999999,573.4478136,573.9535360999998,48,0,0,0,574.7885738,575.5883139999999,0.8,575.0944935999999,0.8467803000000913,575.9415116,575.9415727999999,575.9415815,576.9409407999999,576.9409515,576.94101,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
0.9,following,1,39,95,8,576.9526048999999,,576.9526048999999,577.458363,577.9405302,578.8461279,579.0343092,579.540033,47,0,0,0,580.3750646999999,581.5746941999998,1.2,580.6574800999999,0.9055198999999448,581.5631357,581.5631912000001,581.5631999,582.5627222999999,582.5627324999998,582.5627867999999,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
0.9,following,1,40,96,50,582.5743891,,582.5743891,583.0800837999998,583.5622965,584.4679067,584.6560888000001,585.1618120999999,150,0,0,0,585.9968149999997,587.196479,1.2,586.4203841000001,1.0702437999998438,587.4908720999999,587.4909374000001,587.4909460000001,588.4902836999997,588.4902940999998,588.4903483999999,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.1,following,1,41,97,10,588.5019516,,588.5019516,589.0076731000001,589.4898645999999,590.595415,590.7835629999997,591.2893139999999,22,0,0,0,592.1243312999998,593.2298815000001,1.1,592.5949370000001,0.9761476999997285,593.5713352999999,593.5714006000001,593.5714090999998,594.5707378999998,594.5707478000002,594.5708010000001,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.4,reproduction,1,42,98,34,594.5824120999998,,594.5824120999998,595.0881309999997,595.5703495,596.9699094,597.1580864999999,597.6637813999998,145,598.2284526000001,0.9056418000000122,1.2701953999999205,,,0.9,0,0,599.1344281999998,599.1344836999999,599.1344919999999,600.1337740000001,600.1337851999999,600.1338423,598.2518539999999,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
0.8,following,1,43,99,21,600.1454028,,600.1454028,600.6511070999998,601.1332983999998,601.9330643000001,602.1212400000002,602.6269544999998,19,0,0,0,603.4620229999998,604.5675582000001,1.1,603.7091266999998,1.0584865000000718,604.7678436999997,604.7679059999998,604.7679147000001,605.7673117000002,605.7673247,605.7673914,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.4,reproduction,1,44,100,6,605.7789294000002,,605.7789294000002,606.2846308999999,606.7668519000001,608.1664233999998,608.3545956,608.8603209,137,609.5074441999998,0.9995672000000013,1.3526575999999295,,,0.9,0,0,610.5074483000001,610.5075144,610.5075233,611.506658,611.5066685999998,611.5067269999997,609.5307212999999,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.1,reproduction,1,45,101,3,611.5183171000001,,611.5183171000001,612.0240108999999,612.5062289999998,613.6118033999999,613.7999471,614.3056847999999,142,615.0585196,1.129077900000084,1.4583045999997921,,,1.2,0,0,616.1880500999998,616.1881101000001,616.1881190000001,617.1872366999999,617.1872471999998,617.1873011999999,615.0819144,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.4,reproduction,1,46,102,20,617.1989130999998,,617.1989130999998,617.7046410999999,618.1867955999999,619.5863858,619.7745735999999,620.2802883000002,94,621.0213760999998,0.9997041999999965,1.4466138999996474,,,1.2,0,0,622.021418,622.0214724999998,622.021481,623.0207168,623.0207269999999,623.0207809000001,621.0447447999998,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
0.9,reproduction,1,47,103,15,623.0323884000002,,623.0323884000002,623.5380852999999,624.0203057000001,624.9259040999998,625.1140735000001,625.6198035,134,626.2903115000001,1.082053999999971,1.3760540000002948,,,1.4,0,0,627.3727274999999,627.3727870999999,627.3727959999999,628.3719834000001,628.3719942999999,628.3720480999998,626.3137123999998,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.3,following,1,48,104,54,628.3836604999999,,628.3836604999999,628.8893809999997,629.3715795999999,630.6770663,630.8652472000001,631.3709458999999,161,0,0,0,632.2059922999999,633.6055613999999,1.4,632.5001558000001,1.0937168000000383,633.5940072000001,633.5940616,633.5940700999997,634.5935778,634.5935883,634.5936433999998,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.1,following,1,49,105,38,634.6052539,,634.6052539,635.1109801999999,635.5931824000002,636.6986939000001,636.8868765,637.3926241000001,8,0,0,0,638.2276423000001,639.6272121,1.4,638.4747436,1.1407894999997552,639.6156733999999,639.6157348999998,639.6157458,640.6152365999999,640.6152467999998,640.6153007999999,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
0.8,following,1,50,106,49,640.6268948999998,,640.6268948999998,641.1327064,641.6148372999999,642.4145842999999,642.6027646,643.1084899999998,6,0,0,0,643.9435459999997,645.1431632000001,1.2,644.2024571,1.1878117999999631,645.3905222000001,645.3905935999999,645.3906027,646.3899252999997,646.3899352999999,646.3899892000002,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.4,reproduction,1,51,107,48,646.4015859999997,,646.4015859999997,646.9072828999999,647.3894993000001,648.7890829999999,648.9772557999997,649.4829550000002,176,650.3534300999997,1.1878815000000031,1.5759911999998621,,,1.2,0,0,651.5415231999998,651.5415817999999,651.5415903999999,652.5409444,652.5409550000002,652.5410100000001,650.3767958000001,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.2,reproduction,1,52,108,18,652.5526097999998,,652.5526097999998,653.0583312000001,653.5405230999997,654.7401564999998,654.9283222000001,655.4340611999999,26,656.7867181999998,1.199653699999999,2.058202999999594,,,0.9,0,0,657.9867907999999,657.9868488,657.986858,658.9859671000002,658.9859776999999,658.9860385,656.8100914999998,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
0.8,reproduction,1,53,109,0,658.9976383999999,,658.9976383999999,659.5033851999999,659.9856726999999,660.7853324999999,660.9735045,661.4792095,27,662.1732641000001,0.7174543999999514,1.39955480000026,,,1.2,0,0,662.8910487999999,662.8911055000001,662.8911141000001,663.8903392999998,663.8903496,663.8904034,662.196663,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.1,following,1,54,110,52,663.9020266999999,,663.9020266999999,664.4077485999999,664.8899373000002,665.9954918999999,666.1836682,666.6893707000002,103,0,0,0,667.5244510999999,668.4300492999998,0.9,667.4422308000001,0.9879904999997962,668.4304897999998,668.4305649,668.4305739999998,669.4298089000001,669.4298188999999,669.4298735,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
0.8,following,1,55,111,7,669.4414614,,669.4414614,669.9471928,670.4293833999998,671.2291305000001,671.4173322999998,671.9230217000002,76,0,0,0,672.7580737000001,673.7577555,1.0,673.0287213999998,1.0349590000000717,674.0639183000001,674.0639831999999,674.0639921,675.0633476999999,675.0633580000001,682.7551743000001,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
1.4,following,2,0,112,41,682.766734,,682.766734,683.2724551999997,683.7546443999997,685.1542229999998,685.3424054,685.8481138,106,0,0,0,686.6831684000001,688.0827298000002,1.4,686.9302940999999,1.1996008999999503,688.1301341999999,688.1302001000001,688.1302088999998,689.1295575000001,689.1295675999997,689.1296218999998,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
0.8,following,2,1,113,21,689.1412201999999,,689.1412201999999,689.6469264999998,690.1291942999999,690.9288862999999,691.1170604000001,691.6228115000001,18,0,0,0,692.4578423,693.2575882999997,0.8,693.0107675000002,0.7056271999999808,693.7166421,693.7167034000001,693.7167121999998,694.7160504000001,694.7160612999999,694.7161167000002,,pilot01,F,20,2024-11-21_15h49.34.898,seq_tasks_v2023,2023.2.3,85.01174862372098,2024-11-21 15h50.38.965838 +0100,
,,,,,,694.7277108000001,,694.7277108000001,695.2334435999999,695.7156744000001,697.0211189999998,697.2092860999999,697.715027,153,0,0,0,698.5506687,,,,,,,,,,,,,,,,,,,,
