duration,cue,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,fixation.started,fixation.stopped,stimulus_grating.started,stimulus_grating.stopped,cue_word.started,cue_word.stopped,orientation,rpr_onset,rpr_duration,cue2rep_rt,follow_grating.started,follow_grating.stopped,follow_stimuli,follow_key_onset,follow_production,feedback.started,feedback.stopped,iti.started,iti.stopped,BlockInfo.started,BlockInfo.stopped,reproduced_grating.started,Goodbye.started,goodbye_text.started,goodbye_key.started,Goodbye.stopped,goodbye_key.keys,goodbye_key.rt,goodbye_key.duration,participant,gender (M/F),age,date,expName,psychopyVersion,frameRate,expStart,
0.9,following,0,0,0,22,17.286238700000013,,17.286238700000013,17.793662299999994,18.364935899999978,19.27559930000001,19.76957299999998,20.27528380000001,106,0,0,0,21.26331479999999,22.462853800000005,1.2,23.58032529999997,0.7646154000000251,24.345334999999977,25.344430799999998,25.34444179999997,26.34419009999999,26.344200699999988,26.344261399999994,,,,,,,,,s07,F,23,2024-12-03_08h41.38.819,seq_tasks_v2023,2023.2.3,85.04095572428895,2024-12-03 08h41.55.993677 +0100,
0.9,reproduction,0,1,1,43,26.355810700000006,,26.355810700000006,26.861543400000016,27.343796699999984,28.249367500000005,28.743361600000014,29.249071200000003,130,29.978472899999986,1.117232300000012,1.7406922999999779,,,1.2999999999999998,0,0,31.096066300000018,32.095405099999994,32.09541610000002,33.095039499999984,33.09505009999998,33.095108100000004,30.001923299999987,,,,,,,,s07,F,23,2024-12-03_08h41.38.819,seq_tasks_v2023,2023.2.3,85.04095572428895,2024-12-03 08h41.55.993677 +0100,
1.4,following,0,2,2,13,33.106697800000006,,33.106697800000006,33.61241469999999,34.094753500000024,35.49420989999999,35.988266899999985,36.49397329999999,6,0,0,0,37.48185710000001,38.88145529999997,1.4,37.01163379999997,1.858113400000036,38.86988769999999,39.869466699999975,39.869476599999985,40.86916389999999,40.869174499999986,40.86923350000001,,,,,,,,,s07,F,23,2024-12-03_08h41.38.819,seq_tasks_v2023,2023.2.3,85.04095572428895,2024-12-03 08h41.55.993677 +0100,
1.4,reproduction,0,3,3,20,40.88083929999999,,40.88083929999999,41.386560799999984,41.868764,43.268346199999996,43.76233760000002,44.268040799999994,143,45.0209241,1.5525620999999887,1.764209199999982,,,1.4,0,0,46.57391769999998,47.573020299999996,47.573030200000005,48.572713799999974,48.572723199999984,48.5727794,45.04427989999999,,,,,,,,s07,F,23,2024-12-03_08h41.38.819,seq_tasks_v2023,2023.2.3,85.04095572428895,2024-12-03 08h41.55.993677 +0100,
1.3,reproduction,0,4,4,47,48.58438799999999,,48.58438799999999,49.09011090000001,49.57231109999998,50.87778250000002,51.37177250000002,51.87749179999997,138,53.46539150000001,1.9170854999999847,2.5992180000000076,,,1.1,0,0,55.38284390000001,56.38209890000002,56.382109300000025,57.381814299999974,57.381824600000016,57.38188100000002,53.48877679999998,,,,,,,,s07,F,23,2024-12-03_08h41.38.819,seq_tasks_v2023,2023.2.3,85.04095572428895,2024-12-03 08h41.55.993677 +0100,
1.3,following,0,5,5,40,57.39348610000002,,57.39348610000002,57.89920910000001,58.381419100000016,59.686911899999984,60.180877099999975,60.68660310000001,75,0,0,0,61.6745444,62.87417959999999,1.2,61.90990770000002,1.2231463999999619,63.1333085,64.13271900000001,64.1327288,65.1324118,65.1324214,65.13247769999998,,,,,,,,,s07,F,23,2024-12-03_08h41.38.819,seq_tasks_v2023,2023.2.3,85.04095572428895,2024-12-03 08h41.55.993677 +0100,
1.2,following,0,6,6,39,65.14408789999999,,65.14408789999999,65.64976459999997,66.13201600000002,67.33167329999998,67.82562389999998,68.3313511,63,0,0,0,69.319277,70.11960340000002,0.8,69.56638859999998,0.9527173000000175,70.51936760000001,71.51870609999997,71.51871560000001,72.5184155,72.5184251,72.51848139999998,,,,,,,,,s07,F,23,2024-12-03_08h41.38.819,seq_tasks_v2023,2023.2.3,85.04095572428895,2024-12-03 08h41.55.993677 +0100,
1,reproduction,0,7,7,30,72.5300896,,72.5300896,73.03580499999998,73.51800589999999,74.51770629999999,75.0116832,75.51739900000001,136,76.14088140000001,0.7527642000000014,1.634799600000008,,,1.1,0,0,76.8940551,77.8932605,77.8932704,78.89299160000002,78.89300209999999,78.8930593,76.16427420000002,,,,,,,,s07,F,23,2024-12-03_08h41.38.819,seq_tasks_v2023,2023.2.3,85.04095572428895,2024-12-03 08h41.55.993677 +0100,
1.1,following,0,8,8,10,78.90462609999997,,78.90462609999997,79.41035019999998,79.89256080000001,80.99810680000002,81.49207869999998,81.99780620000001,107,0,0,0,82.98573060000001,83.7855169,0.8,83.25639519999999,0.7997415000000387,84.0564056,85.05580249999997,85.05581219999999,86.055498,86.05550820000002,86.055566,,,,,,,,,s07,F,23,2024-12-03_08h41.38.819,seq_tasks_v2023,2023.2.3,85.04095572428895,2024-12-03 08h41.55.993677 +0100,
1.1,reproduction,0,9,9,3,86.06716690000002,,86.06716690000002,86.57289220000001,87.05510620000001,88.16065179999998,88.65461479999999,89.16034059999998,145,89.21925570000002,0.8233523999999761,1.070241400000043,,,0.8,0,0,90.04295969999998,91.04222779999998,91.04223730000001,92.04190169999998,92.04191259999999,92.04196939999997,89.24266490000002,,,,,,,,s07,F,23,2024-12-03_08h41.38.819,seq_tasks_v2023,2023.2.3,85.04095572428895,2024-12-03 08h41.55.993677 +0100,
